agency,item,quantity,datereceived,totalcost
KEARNY POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
LAKEHURST POLICE DEPT,"SIGHT,REFLEX",1,4/17/14,$340.00 
LAKEHURST POLICE DEPT,"SIGHT,REFLEX",16,4/17/14,"$5,440.00 "
LAKEHURST POLICE DEPT,"COMPUTER SYSTEM,DIG",2,4/17/14,"$11,316.00 "
LAKEHURST POLICE DEPT,"TRUCK,UTILITY",1,4/30/14,"$50,458.00 "
LAKEHURST POLICE DEPT,"TRUCK,UTILITY",1,4/30/14,"$50,458.00 "
LAKEHURST POLICE DEPT,"MAGAZINE,CARTRIDGE",2,4/17/14,$19.96 
LAKEHURST POLICE DEPT,"COVER,GUNSIGHT",12,4/17/14,$87.60 
LAKEHURST POLICE DEPT,"COVER,GUNSIGHT",12,4/17/14,$142.92 
LAKEHURST POLICE DEPT,BALLISTIC BLANKET,1,4/16/14,"$1,228.20 "
LAKEHURST POLICE DEPT,"DETECTOR,RADIAC",35,4/17/14,$944.30 
LAKEHURST POLICE DEPT,"AXE,SURVIVAL",5,4/17/14,$298.95 
LAKEHURST POLICE DEPT,"MAGAZINE,CARTRIDGE",9,4/17/14,$89.82 
LAKEHURST POLICE DEPT,"LIGHT,CHEMILUMINESCENT",4,4/17/14,$134.96 
LAKEHURST POLICE DEPT,"BREATHING  APPARATUS,SELF-CONTAINED",4,4/17/14,"$11,456.48 "
LAKEHURST POLICE DEPT,"KIT,M14,M16 RIFLE M",15,4/17/14,"$1,038.75 "
LAKEHURST POLICE DEPT,ELECTRIC LIGHTING FIXTURES,1,4/17/14,$150.00 
LAKEHURST POLICE DEPT,"HARDWARE,  COMMERCIAL",17,4/17/14,$255.00 
LAKEHURST POLICE DEPT,"TOWELETTE,CLEANING",4,4/17/14,$185.48 
LAKEHURST POLICE DEPT,"BUNK,BED W LOCKER",2,4/17/14,"$1,826.00 "
LAKEHURST POLICE DEPT,"SUIT,SURVIVAL,COLD",15,4/17/14,"$4,746.00 "
LAKEHURST POLICE DEPT,PADLOCK SET,4,4/17/14,"$1,141.28 "
LAKEHURST POLICE DEPT,"OVERALLS,COLD  WEATHER",10,4/17/14,$432.20 
LAKEHURST POLICE DEPT,"OVERALLS,COLD  WEATHER",3,4/17/14,$129.66 
LAKEHURST POLICE DEPT,"SHIRT,COLD WEATHER",20,4/17/14,"$1,205.00 "
LAKEHURST POLICE DEPT,BUFFER,1,4/17/14,$700.00 
LAKEHURST POLICE DEPT,"GENERATOR SET,DIESEL ENGINE",2,4/25/14,"$6,649.88 "
LAKEHURST POLICE DEPT,"RESCUE HOOK,SURVIVAL",20,4/17/14,$677.40 
LAKEHURST POLICE DEPT,"TELESCOPE,NON-INVERTING  INFRARED",2,4/17/14,"$9,582.00 "
LAKEHURST POLICE DEPT,"FLOODLIGHT SET,ELECTRIC",2,4/25/14,"$24,000.00 "
LAKEHURST POLICE DEPT,TRUCK TRACTOR,1,4/25/14,"$75,553.88 "
LAKEHURST POLICE DEPT,"TRUCK,MAINTENANCE",1,4/25/14,"$17,195.00 "
LAKEHURST POLICE DEPT,"JUMPER CABLE,BATTERY",1,9/5/14,$492.55 
LAKEHURST POLICE DEPT,"COMPUTER SYSTEM,DIGITAL",1,9/5/14,"$8,666.15 "
LAKEHURST POLICE DEPT,M16 ASSAULT RIFLE,1,4/25/14,$499.00 
LAKEHURST POLICE DEPT,M16 ASSAULT RIFLE,1,4/25/14,$499.00 
LAKEHURST POLICE DEPT,M16 ASSAULT RIFLE,1,4/25/14,$499.00 
LAKEHURST POLICE DEPT,M16 ASSAULT RIFLE,1,4/25/14,$499.00 
LAKEWOOD POLICE DEPT,"TRUCK,UTILITY",1,2/27/14,"$41,061.00 "
LAKEWOOD POLICE DEPT,"TRUCK,CARGO",1,1/17/12,"$56,832.00 "
LAKEWOOD POLICE DEPT,"TRUCK,UTILITY",1,2/21/14,"$50,458.00 "
LAKEWOOD POLICE DEPT,"TRUCK,CARGO",1,3/24/12,"$56,832.00 "
LAKEWOOD POLICE DEPT,"TRUCK,UTILITY",1,2/21/14,"$56,762.00 "
LAKEWOOD POLICE DEPT,"TRUCK,UTILITY",1,2/21/14,"$56,762.00 "
LAKEWOOD POLICE DEPT,"TRUCK,UTILITY",1,2/21/14,"$56,762.00 "
LAKEWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,2/21/14,$138.00 
LAKEWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,2/27/14,$138.00 
LAKEWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LINDEN POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
LINDEN POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
LINDEN POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
LINDEN POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
LINDEN POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
LINDEN POLICE DEPT,"SHOTGUN,12 GAGE,RIOT TYPE",1,4/22/14,$108.00 
LINDEN POLICE DEPT,"SHOTGUN,12 GAGE,RIOT TYPE",1,4/22/14,$108.00 
LINDEN POLICE DEPT,"SHOTGUN,12 GAGE,RIOT TYPE",1,4/22/14,$108.00 
LINDEN POLICE DEPT,"SHOTGUN,12 GAGE,RIOT TYPE",1,4/22/14,$108.00 
LITTLE FERRY POLICE DEPT,"TRUCK,UTILITY",1,3/10/14,"$50,458.00 "
LITTLE FERRY POLICE DEPT,"TRUCK,UTILITY",1,3/10/14,"$49,897.00 "
LITTLE FERRY POLICE DEPT,"TRUCK,UTILITY",1,3/10/14,"$49,897.00 "
LITTLE FERRY POLICE DEPT,"TRUCK,CARGO",1,3/8/14,"$67,139.00 "
LITTLE FERRY POLICE DEPT,"CHEST,AMMUNITION",30,3/8/14,$333.00 
LITTLE FERRY POLICE DEPT,"TRUCK,CARGO",1,5/6/14,"$67,139.00 "
LITTLE FERRY POLICE DEPT,"TRUCK,CARGO",1,3/8/14,"$67,139.00 "
LITTLE FERRY POLICE DEPT,"TRAILER,CARGO",1,7/21/14,"$5,785.00 "
LITTLE FERRY POLICE DEPT,"TRAILER,CARGO",1,7/21/14,"$8,524.00 "
LITTLE FERRY POLICE DEPT,"CABLE  ASSEMBLY,POWER,ELECTRICAL",1,9/5/14,$283.72 
LITTLE FERRY POLICE DEPT,"CABLE  ASSEMBLY,POWER,ELECTRICAL",1,9/5/14,$283.72 
LITTLE SILVER POLICE DEPT,"GOGGLES,BALLISTIC",16,2/15/14,$701.76 
LITTLE SILVER POLICE DEPT,"FLOODLIGHT SET,ELECTRIC",2,2/15/14,"$36,800.00 "
LITTLE SILVER POLICE DEPT,FLAT PANEL MONITOR,12,2/15/14,"$2,700.00 "
LITTLE SILVER POLICE DEPT,TRUCK TRACTOR,1,3/8/14,"$75,553.88 "
LITTLE SILVER POLICE DEPT,"TRUCK,UTILITY",1,3/10/14,"$50,458.00 "
LITTLE SILVER POLICE DEPT,"TRUCK,UTILITY",1,3/10/14,"$50,458.00 "
LITTLE SILVER POLICE DEPT,"SHIRT,COLD WEATHER",5,3/8/14,$301.25 
LITTLE SILVER POLICE DEPT,BINOCULAR,10,3/8/14,$329.80 
LITTLE SILVER POLICE DEPT,ASSAULT PACK,3,3/8/14,$269.91 
LITTLE SILVER POLICE DEPT,"BORELIGHT SYSTEM,LASER",1,3/8/14,$658.00 
LITTLE SILVER POLICE DEPT,"TRUCK,CARGO",1,3/20/14,"$67,139.00 "
LITTLE SILVER POLICE DEPT,"TRUCK,CARGO",1,3/20/14,"$67,139.00 "
LITTLE SILVER POLICE DEPT,"CABLE KIT,SPECIAL POWER",1,3/8/14,$396.00 
LITTLE SILVER POLICE DEPT,"LADDER,VEHICLE  BOARDING",1,4/29/14,$200.00 
LITTLE SILVER POLICE DEPT,"LADDER,VEHICLE  BOARDING",1,4/29/14,$200.00 
LITTLE SILVER POLICE DEPT,"PARTS KIT,SEAT,VEHICULAR",2,4/29/14,"$1,618.00 "
LITTLE SILVER POLICE DEPT,"WINCH,ELECTRIC",2,4/29/14,"$6,550.00 "
LITTLE SILVER POLICE DEPT,"LADDER,VEHICLE  BOARDING",2,4/29/14,"$2,890.60 "
LITTLE SILVER POLICE DEPT,"COVER,FITTED,VEHICULAR BODY",1,10/10/14,$600.18 
LITTLE SILVER POLICE DEPT,"COVER,FITTED,VEHICULAR BODY",1,10/10/14,$600.18 
LIVINGSTON POLICE DEPT,"CHEST,AMMUNITION",75,10/2/14,$832.50 
LIVINGSTON POLICE DEPT,"MONITOR, COMPUTER",5,10/2/14,"$1,175.00 "
LIVINGSTON POLICE DEPT,COMMUNICATION SUBSYSTEM,24,10/2/14,"$129,480.00 "
LIVINGSTON POLICE DEPT,AIR PURIFICATION EQUIPMENT,1,10/2/14,$100.00 
LIVINGSTON POLICE DEPT,"CABINET, STORAGE",1,10/2/14,$900.00 
LIVINGSTON POLICE DEPT,COMMUNICATION SUBSYSTEM,2,10/2/14,"$10,790.00 "
LIVINGSTON POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
LIVINGSTON POLICE DEPT,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
LIVINGSTON POLICE DEPT,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
LIVINGSTON POLICE DEPT,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
LIVINGSTON POLICE DEPT,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
LIVINGSTON POLICE DEPT,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
LIVINGSTON POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
LIVINGSTON POLICE DEPT,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
LIVINGSTON POLICE DEPT,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
LIVINGSTON POLICE DEPT,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
LIVINGSTON POLICE DEPT,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
LIVINGSTON POLICE DEPT,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
LIVINGSTON POLICE DEPT,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
LIVINGSTON POLICE DEPT,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
LIVINGSTON POLICE DEPT,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
LIVINGSTON POLICE DEPT,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
LONG BEACH TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,9/30/14,"$77,522.00 "
LONG BEACH TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,10/1/14,"$77,522.00 "
LONG BEACH TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,9/30/14,"$77,522.00 "
LONG BEACH TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,10/1/14,"$77,522.00 "
LONG BEACH TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,10/1/14,"$77,522.00 "
LONG BEACH TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,10/1/14,"$77,522.00 "
LONG BEACH TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,10/17/14,"$77,522.00 "
LONG BEACH TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,10/14/14,"$77,522.00 "
LONG BRANCH POLICE DEPT,"TRUCK,UTILITY",1,4/24/14,"$43,376.00 "
LONG BRANCH POLICE DEPT,"TRUCK,UTILITY",1,4/24/14,"$41,061.00 "
LONG HILL TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,8/11/14,"$47,023.00 "
LONG HILL TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,8/11/14,"$47,023.00 "
LUMBERTON TWP POLICE DEPT,"TRAILER,CARGO",1,9/17/14,"$3,894.00 "
LUMBERTON TWP POLICE DEPT,"TRUCK,UTILITY",1,9/22/14,"$41,061.00 "
LUMBERTON TWP POLICE DEPT,"TRUCK,UTILITY",1,9/29/14,"$41,061.00 "
LYNDHURST POLICE DEPT,"NIGHT VISION SIGHT,",1,4/8/14,"$4,231.00 "
LYNDHURST POLICE DEPT,M14 ASSAULT RIFLE,1,4/10/14,$138.00 
LYNDHURST POLICE DEPT,M14 ASSAULT RIFLE,1,4/10/14,$138.00 
LYNDHURST POLICE DEPT,M14 ASSAULT RIFLE,1,4/10/14,$138.00 
LYNDHURST POLICE DEPT,M14 ASSAULT RIFLE,1,4/10/14,$138.00 
LYNDHURST POLICE DEPT,M14 ASSAULT RIFLE,1,4/10/14,$138.00 
LYNDHURST POLICE DEPT,M14 ASSAULT RIFLE,1,4/10/14,$138.00 
MADISON POLICE DEPT,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
MADISON POLICE DEPT,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
MADISON POLICE DEPT,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
MADISON POLICE DEPT,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
MADISON POLICE DEPT,M14 ASSAULT RIFLE,1,4/10/14,$138.00 
MADISON POLICE DEPT,M14 ASSAULT RIFLE,1,4/10/14,$138.00 
MANALAPAN TOWNSHIP POLICE DEPT,"CAMERA SYSTEM,DIGITAL",1,8/13/14,"$1,247.01 "
MANALAPAN TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,8/5/14,"$49,897.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"TRUCK,CARGO",1,8/13/14,"$72,040.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,8/13/14,"$41,061.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"TRUCK,CARGO",1,8/14/14,"$72,040.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"TRUCK,CARGO",1,8/13/14,"$72,040.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"SCRUBBING  MACHINE,FLOOR,ELECTRIC",1,8/14/14,"$5,395.36 "
MANALAPAN TOWNSHIP POLICE DEPT,LAPTOP CASE,2,8/20/14,$100.00 
MANALAPAN TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,9/5/14,"$41,061.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"TRAILER,CARGO",1,9/8/14,"$8,954.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"TRUCK,LIFT,FORK",1,9/5/14,"$100,010.00 "
MANALAPAN TOWNSHIP POLICE DEPT,TRUCK TRACTOR,1,9/5/14,"$75,553.88 "
MANALAPAN TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,9/18/14,"$41,061.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"TRUCK,WRECKER",1,9/9/14,"$168,960.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"TRUCK,DUMP",1,9/9/14,"$92,489.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"GENERATOR SET,DIESEL ENGINE",2,9/8/14,"$21,400.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"SEMITRAILER,STAKE",1,9/30/14,"$24,483.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,9/30/14,"$20,810.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"GENERATOR SET,DIESEL ENGINE",1,9/30/14,"$25,073.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"GENERATORS AND GENERATOR SETS, ELECTRICA",1,9/30/14,"$23,000.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"LENS, CAMERA",1,10/21/14,"$1,059.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"TRUCK,WRECKER",1,10/6/14,"$168,960.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"FLOODLIGHT SET,TRAILER MOUNTED",3,10/6/14,"$13,467.00 "
MANALAPAN TOWNSHIP POLICE DEPT,SPECIAL PURPOSE VEHICLE,1,10/21/14,"$190,744.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"FLOOR POLISHERS, VACUUM CLEANING EQUIP",1,11/10/14,$0.00 
MANALAPAN TOWNSHIP POLICE DEPT,"TRAILER,CARGO",1,11/10/14,"$8,524.00 "
MANALAPAN TOWNSHIP POLICE DEPT,TRUCK TRACTOR,1,10/21/14,"$138,870.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,11/10/14,"$41,061.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,11/10/14,"$17,730.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,11/10/14,"$17,730.00 "
MANALAPAN TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,11/10/14,"$41,061.00 "
MANCHESTER POLICE DEPT,FIELD PACK,28,2/27/14,"$15,360.52 "
MANCHESTER POLICE DEPT,"TRUCK,UTILITY",1,2/27/14,"$50,458.00 "
MANCHESTER POLICE DEPT,"TRUCK,UTILITY",1,2/27/14,"$50,458.00 "
MANCHESTER POLICE DEPT,"TRUCK,UTILITY",1,2/27/14,"$50,458.00 "
MANCHESTER POLICE DEPT,FIELD PACK,36,4/28/14,"$19,749.24 "
MANCHESTER POLICE DEPT,"TRUCK,WRECKER",1,9/18/14,"$168,960.00 "
MANCHESTER POLICE DEPT,"TRUCK,CARGO",2,9/25/14,"$134,278.00 "
MANTOLOKING POLICE DEPT,"TRUCK,UTILITY",1,2/15/14,"$41,061.00 "
MAPLE SHADE POLICE DEPT,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
MAPLE SHADE POLICE DEPT,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
MAPLE SHADE POLICE DEPT,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
MAPLE SHADE POLICE DEPT,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
MAPLE SHADE POLICE DEPT,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
MAPLE SHADE POLICE DEPT,M14 ASSAULT RIFLE,1,4/24/14,$138.00 
MAPLEWOOD POLICE DEPARTMENT,M14 ASSAULT RIFLE,1,4/5/14,$138.00 
MAPLEWOOD POLICE DEPARTMENT,M14 ASSAULT RIFLE,1,4/5/14,$138.00 
MAPLEWOOD POLICE DEPARTMENT,M14 ASSAULT RIFLE,1,4/5/14,$138.00 
MAPLEWOOD POLICE DEPARTMENT,M14 ASSAULT RIFLE,1,4/5/14,$138.00 
MAPLEWOOD POLICE DEPARTMENT,M14 ASSAULT RIFLE,1,4/5/14,$138.00 
MAPLEWOOD POLICE DEPARTMENT,M14 ASSAULT RIFLE,1,4/5/14,$138.00 
MAPLEWOOD POLICE DEPARTMENT,M14 ASSAULT RIFLE,1,4/5/14,$138.00 
MAPLEWOOD POLICE DEPARTMENT,M14 ASSAULT RIFLE,1,4/5/14,$138.00 
MARLBORO TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,4/18/14,"$41,061.00 "
MARLBORO TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,4/18/14,"$49,897.00 "
MARLBORO TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,4/4/14,"$50,458.00 "
MARLBORO TOWNSHIP POLICE DEPT,"COMPUTER SYSTEM,DIGITAL",4,4/13/14,"$12,676.00 "
MARLBORO TOWNSHIP POLICE DEPT,"CHEST,AMMUNITION",25,3/30/14,$277.50 
MARLBORO TOWNSHIP POLICE DEPT,"CABLE KIT,SPECIAL POWER",1,3/30/14,$396.00 
MARLBORO TOWNSHIP POLICE DEPT,"CABLE KIT,SPECIAL POWER",1,3/30/14,$396.00 
MARLBORO TOWNSHIP POLICE DEPT,"CHEST,AMMUNITION",1,3/30/14,$11.10 
MARLBORO TOWNSHIP POLICE DEPT,GLOW PLUG,3,3/30/14,$299.94 
MARLBORO TOWNSHIP POLICE DEPT,FIELD PACK,72,4/7/14,"$12,371.76 "
MARLBORO TOWNSHIP POLICE DEPT,"SHIPPING AND STORAGE CONTAINER,CARTRIDGE",15,8/18/14,$333.90 
MARLBORO TOWNSHIP POLICE DEPT,"TOOL KIT,GENERAL MECHANIC'S",4,9/2/14,"$7,220.00 "
MARLBORO TOWNSHIP POLICE DEPT,"STATOR,GENERATOR",1,8/21/14,"$1,766.00 "
MARLBORO TOWNSHIP POLICE DEPT,FLASHLIGHT,70,9/2/14,$611.80 
MARLBORO TOWNSHIP POLICE DEPT,OXYGEN BAG,30,8/21/14,"$2,098.20 "
MARLBORO TOWNSHIP POLICE DEPT,No Item Name Available,4,8/22/14,"$3,916.00 "
MARLBORO TOWNSHIP POLICE DEPT,"INSULATION BLANKET,THERMAL",12,9/2/14,"$2,292.00 "
MARLBORO TOWNSHIP POLICE DEPT,"INSULATION BLANKET,THERMAL",12,9/2/14,"$2,292.00 "
MARLBORO TOWNSHIP POLICE DEPT,TENT,2,9/2/14,"$6,436.94 "
MARLBORO TOWNSHIP POLICE DEPT,SPECIAL PURPOSE VEHICLE,1,9/29/14,"$190,744.00 "
MARLBORO TOWNSHIP POLICE DEPT,"COAT,ALL-WEATHER",42,9/2/14,"$3,507.00 "
MARLBORO TOWNSHIP POLICE DEPT,SPECIAL PURPOSE VEHICLE,1,10/6/14,"$190,744.00 "
MARLBORO TOWNSHIP POLICE DEPT,SPECIAL PURPOSE VEHICLE,1,10/6/14,"$190,744.00 "
MARLBORO TOWNSHIP POLICE DEPT,"TRUCK,VAN",1,9/26/14,"$111,395.00 "
MARLBORO TOWNSHIP POLICE DEPT,"HOOD,COLD WEATHER",69,9/26/14,$644.46 
MARLBORO TOWNSHIP POLICE DEPT,"VEST,COMBAT MEDICAL",69,9/26/14,"$25,118.07 "
MARLBORO TOWNSHIP POLICE DEPT,"GENERATOR,HAND HELD",4,10/6/14,"$3,546.60 "
MARLBORO TOWNSHIP POLICE DEPT,"TRUCK,LIFT,FORK",1,10/6/14,"$72,370.00 "
MARLBORO TOWNSHIP POLICE DEPT,"SIGHT,REFLEX",20,10/27/14,"$6,620.00 "
MARLBORO TOWNSHIP POLICE DEPT,"DRILL-DRIVER,ELECTRIC,PORTABLE",1,10/27/14,$185.02 
MARLBORO TOWNSHIP POLICE DEPT,TRUCK TRACTOR,1,10/31/14,"$75,553.88 "
MARLBORO TOWNSHIP POLICE DEPT,TRUCK TRACTOR,1,10/31/14,"$75,553.88 "
MARLBORO TOWNSHIP POLICE DEPT,"COMPUTER SYSTEM,DIGITAL",1,10/27/14,"$5,200.00 "
MARLBORO TOWNSHIP POLICE DEPT,"TOOL KIT,GENERAL MECHANIC'S",5,10/27/14,"$12,420.00 "
MARLBORO TOWNSHIP POLICE DEPT,"RECEIVER-TRANSMITTER,RADIO",15,11/5/14,"$34,620.00 "
MARLBORO TOWNSHIP POLICE DEPT,SURGE PROTECTOR,5,11/10/14,$0.00 
MARLBORO TOWNSHIP POLICE DEPT,ACOG KIT,1,11/10/14,$178.00 
MARLBORO TOWNSHIP POLICE DEPT,LEG CURL,1,11/10/14,$0.00 
MARLBORO TOWNSHIP POLICE DEPT,"DEPLOYMENT KIT,RADIO FREQUENCY IDENTIFICATION",1,11/10/14,"$18,908.00 "
MARLBORO TOWNSHIP POLICE DEPT,"CASE,CARRYING,RIFLE",10,11/10/14,$932.70 
MATAWAN POLICE DEPT,"CABLE  ASSEMBLY,POWER,ELECTRICAL",1,10/29/14,$326.54 
MATAWAN POLICE DEPT,"CAN,AMMUNITION",1,10/30/14,"$1,106.05 "
MATAWAN POLICE DEPT,"CAN,AMMUNITION",1,10/30/14,"$1,106.05 "
MATAWAN POLICE DEPT,"CAN,AMMUNITION",1,10/30/14,"$1,106.05 "
MATAWAN POLICE DEPT,"PARTS KIT,GUN",2,10/30/14,"$10,249.00 "
MATAWAN POLICE DEPT,"JACK,HYDRAULIC,HAND",1,11/1/14,$180.91 
MATAWAN POLICE DEPT,"JACK,HYDRAULIC,HAND",1,11/1/14,$180.91 
MATAWAN POLICE DEPT,"JACK,HYDRAULIC,HAND",1,11/1/14,$180.91 
MATAWAN POLICE DEPT,"TRUCK,UTILITY",1,11/10/14,"$41,061.00 "
MATAWAN POLICE DEPT,"TRUCK,UTILITY",1,11/10/14,"$41,061.00 "
MIDDLE TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,2/15/14,"$47,023.00 "
MIDDLE TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,2/15/14,"$41,447.00 "
MIDDLE TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,2/15/14,"$41,061.00 "
MIDDLE TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,2/15/14,"$41,061.00 "
MIDDLE TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,2/15/14,"$41,061.00 "
MIDDLE TOWNSHIP POLICE DEPT,"TRUCK,CARGO",1,2/15/14,"$72,040.00 "
MIDDLE TOWNSHIP POLICE DEPT,HOSPITAL CART,1,1/30/14,"$3,500.00 "
MIDDLE TOWNSHIP POLICE DEPT,TRUCK TRACTOR,1,2/15/14,"$75,553.88 "
MIDDLE TOWNSHIP POLICE DEPT,"RACK,STORAGE,SMALL ARMS",2,3/20/14,$896.44 
MIDDLE TOWNSHIP POLICE DEPT,"BINDER,LOAD",12,3/20/14,$821.28 
MIDDLE TOWNSHIP POLICE DEPT,"SLING,RESCUE EQUIPMENT",15,3/20/14,$771.75 
MIDDLE TOWNSHIP POLICE DEPT,WAIST PACK,50,3/20/14,$773.50 
MIDDLE TOWNSHIP POLICE DEPT,"TRAILER,CARGO",1,8/25/14,"$8,954.00 "
MIDDLE TOWNSHIP POLICE DEPT,SPECIAL PURPOSE VEHICLE,1,10/17/14,"$190,744.00 "
MIDDLE TOWNSHIP POLICE DEPT,MRAP Clone- Training Vehicle,1,,"$72,040.00 "
MIDDLETOWN TOWNSHIP POLICE DEPT,"TRUCK,UTILITY",1,2/15/14,"$54,313.70 "
