agency,county,item,quantity,date_received,total_cost
UNION BEACH POLICE,MONMOUTH,"CAMERA, DIGITAL",1,8/20/14,$175.00 
UNION BEACH POLICE,MONMOUTH,"CLOTHING, SPECIAL PURPOSE, DEMIL A",15,8/20/14,$749.85 
UNION BEACH POLICE,MONMOUTH,"SHIRT,COLD WEATHER",15,8/20/14,$498.00 
UNION BEACH POLICE,MONMOUTH,"GENERATOR SET,DIESEL ENGINE",1,8/11/14,"$6,459.00 "
UNION BEACH POLICE,MONMOUTH,"GENERATOR SET,DIESEL ENGINE",1,8/11/14,"$6,459.00 "
UNION BEACH POLICE,MONMOUTH,"GENERATOR SET,DIESEL ENGINE",1,8/12/14,"$8,332.00 "
UNION BEACH POLICE,MONMOUTH,"GENERATOR SET,DIESEL ENGINE",1,8/12/14,"$8,332.00 "
UNION BEACH POLICE,MONMOUTH,"CABLE  ASSEMBLY,POWER,ELECTRICAL",1,9/5/14,$283.72 
UNION BEACH POLICE,MONMOUTH,"BLADE,WINDSHIELD  WIPER",6,8/12/14,$32.34 
UNION BEACH POLICE,MONMOUTH,MICROWAVE,2,9/17/14,$300.00 
UNION BEACH POLICE,MONMOUTH,"HOIST,CHAIN",1,8/12/14,"$1,006.60 "
UNION BEACH POLICE,MONMOUTH,"COVERALLS,UTILITY",10,8/6/14,$465.10 
UNION BEACH POLICE,MONMOUTH,"COVERALLS,FLYERS'",10,8/6/14,"$1,511.10 "
UNION BEACH POLICE,MONMOUTH,"SIGHT,REFLEX",9,8/27/14,"$3,060.00 "
UNION BEACH POLICE,MONMOUTH,"PARTS KIT,WINCH",1,8/20/14,"$4,324.00 "
UNION BEACH POLICE,MONMOUTH,"GOGGLES,SUN,WIND AND DUST",12,8/20/14,$293.28 
UNION BEACH POLICE,MONMOUTH,"RACK,ELECTRICAL  EQUIPMENT",2,8/11/14,"$2,644.00 "
UNION BEACH POLICE,MONMOUTH,"KEYBOARD,DATA ENTRY",10,8/20/14,"$1,854.10 "
UNION BEACH POLICE,MONMOUTH,"KEYBOARD,DATA ENTRY",7,8/20/14,"$2,148.37 "
UNION BEACH POLICE,MONMOUTH,"BANDAGE,GAUZE",100,9/5/14,$358.00 
UNION BEACH POLICE,MONMOUTH,"CAMERA, DIGITAL",1,8/20/14,$249.99 
UNION BEACH POLICE,MONMOUTH,PADLOCK,5,8/20/14,$472.45 
UNION BEACH POLICE,MONMOUTH,"TIE  DOWN,CARGO,VEHICLE",10,8/20/14,"$1,231.80 "
UNION BEACH POLICE,MONMOUTH,"LIGHT KIT,WEAPONS",2,9/5/14,"$14,408.76 "
UNION BEACH POLICE,MONMOUTH,"SERVICE KIT,ANNUAL",1,8/25/14,$335.39 
UNION BEACH POLICE,MONMOUTH,"GENERATOR SET,DIESEL ENGINE",2,9/5/14,"$21,400.00 "
UNION BEACH POLICE,MONMOUTH,"GENERATOR SET,DIESEL ENGINE",2,9/5/14,"$27,054.00 "
UNION BEACH POLICE,MONMOUTH,"PARTS KIT,SPECIALIZED",3,8/25/14,"$1,617.84 "
UNION BEACH POLICE,MONMOUTH,PICKUP,1,8/25/14,"$37,592.00 "
UNION BEACH POLICE,MONMOUTH,"TACHOMETER,MECHANICAL,FIXED  MOUNTING",2,8/20/14,$57.92 
UNION BEACH POLICE,MONMOUTH,HEADLIGHT,4,8/20/14,"$1,153.96 "
UNION BEACH POLICE,MONMOUTH,"MUFFLER,EXHAUST",2,8/20/14,$338.56 
UNION BEACH POLICE,MONMOUTH,"MAGAZINE,CARTRIDGE",60,8/25/14,$598.80 
UNION BEACH POLICE,MONMOUTH,"LIGHT KIT,WEAPONS",3,9/5/14,"$21,613.14 "
UNION BEACH POLICE,MONMOUTH,"KIT,PORTABLE,DECON",30,8/25/14,"$2,397.00 "
UNION BEACH POLICE,MONMOUTH,"TRUCK,UTILITY",1,9/3/14,"$41,061.00 "
UNION BEACH POLICE,MONMOUTH,"WRENCH,IMPACT,PNEUMATIC",2,9/5/14,$622.12 
UNION BEACH POLICE,MONMOUTH,PADLOCK,6,8/27/14,"$4,867.02 "
UNION BEACH POLICE,MONMOUTH,"PARTS  RACK,ENGINE,PORTABLE",1,9/10/14,"$5,607.10 "
UNION BEACH POLICE,MONMOUTH,AMMETER,1,9/5/14,$124.34 
UNION BEACH POLICE,MONMOUTH,"TOOL KIT,REPAIRMAN'S,SMALL ARMS",3,9/5/14,"$6,441.00 "
UNION BEACH POLICE,MONMOUTH,"TOOL KIT,AIRCRAFT MAINTENANCE",2,9/5/14,"$3,258.00 "
UNION BEACH POLICE,MONMOUTH,"WINCH,DRUM,VEHICLE  MOUNTING",2,9/5/14,"$12,884.00 "
UNION BEACH POLICE,MONMOUTH,"PULLER KIT,UNIVERSAL",1,9/5/14,$260.09 
UNION BEACH POLICE,MONMOUTH,"ELECTRIC PORTABLE, HAND LIGHTING EQUIP",2,9/5/14,"$9,980.38 "
UNION BEACH POLICE,MONMOUTH,"WRENCH,TORQUE",1,9/5/14,$288.20 
UNION BEACH POLICE,MONMOUTH,"CLEANER,VACUUM,PNEUMATIC",1,9/5/14,"$4,566.31 "
UNION BEACH POLICE,MONMOUTH,FILING CABINET,1,9/8/14,"$1,891.38 "
UNION BEACH POLICE,MONMOUTH,"TOOL KIT,ELECTRICIAN'S",2,9/15/14,"$6,730.00 "
UNION BEACH POLICE,MONMOUTH,"IMPACT DRILL, POWER",1,9/15/14,$185.18 
UNION BEACH POLICE,MONMOUTH,"WRENCH,TORQUE",1,9/15/14,$288.20 
UNION BEACH POLICE,MONMOUTH,"DRILL, POWER",2,9/15/14,$280.00 
UNION BEACH POLICE,MONMOUTH,"BIT,SCREWDRIVER",30,9/8/14,$230.70 
UNION BEACH POLICE,MONMOUTH,"CLEANER,VACUUM,PNEUMATIC",4,9/5/14,$207.48 
UNION BEACH POLICE,MONMOUTH,"SCREWDRIVER ATTACHMENT,SOCKET WRENCH",6,9/5/14,$61.62 
UNION BEACH POLICE,MONMOUTH,"CONVERSION KIT,5.56 MILLIMETER RIFLE",8,9/15/14,"$6,208.00 "
UNION BEACH POLICE,MONMOUTH,SEARCHLIGHT,8,9/15/14,$472.56 
UNION BEACH POLICE,MONMOUTH,"WELDING MACHINE,ARC",1,9/15/14,"$1,172.74 "
UNION BEACH POLICE,MONMOUTH,"TOOL KIT,CARPENTER'S",2,9/15/14,"$8,612.00 "
UNION BEACH POLICE,MONMOUTH,"PULLER,MECHANICAL",1,9/8/14,$231.60 
UNION BEACH POLICE,MONMOUTH,"SCREWDRIVER,TORQUE",2,9/5/14,$175.54 
UNION BEACH POLICE,MONMOUTH,"WRENCH SET,BOX",1,9/11/14,"$11,048.70 "
UNION BEACH POLICE,MONMOUTH,"WRENCH,RATCHET",2,9/8/14,$265.82 
UNION BEACH POLICE,MONMOUTH,SAFE,1,9/5/14,"$1,931.75 "
UNION BEACH POLICE,MONMOUTH,"DRILL,TWIST",3,9/8/14,$177.00 
UNION BEACH POLICE,MONMOUTH,"PULLER,MECHANICAL",1,9/5/14,$260.98 
UNION BEACH POLICE,MONMOUTH,HEADLIGHT,6,9/15/14,"$1,730.94 "
UNION BEACH POLICE,MONMOUTH,"BRUSH,WIRE,ROTARY  WHEEL",10,9/8/14,$134.10 
UNION BEACH POLICE,MONMOUTH,"TOOL KIT,ELECTRICAL CONNECTOR",1,9/5/14,"$3,680.89 "
UNION BEACH POLICE,MONMOUTH,SOCKET,2,9/15/14,$52.92 
UNION BEACH POLICE,MONMOUTH,SOCKET,2,9/15/14,$84.26 
UNION BEACH POLICE,MONMOUTH,SOCKET,2,9/15/14,$83.44 
UNION BEACH POLICE,MONMOUTH,TRUCK TRACTOR,1,9/18/14,"$166,223.00 "
UNION BEACH POLICE,MONMOUTH,TRUCK TRACTOR,1,9/18/14,"$166,223.00 "
UNION BEACH POLICE,MONMOUTH,"COMPUTER SYSTEM,DIGITAL",3,9/17/14,"$25,998.45 "
UNION BEACH POLICE,MONMOUTH,"GENERATOR,HAND HELD",6,9/12/14,"$5,319.90 "
UNION BEACH POLICE,MONMOUTH,"RACK, COMMERCIAL STORAGE",16,9/15/14,"$8,000.00 "
UNION BEACH POLICE,MONMOUTH,"COMPRESSOR,AIR ASSY",1,9/17/14,$675.45 
UNION BEACH POLICE,MONMOUTH,"GRIP,PISTOL,LASER",12,9/11/14,"$3,357.12 "
UNION BEACH POLICE,MONMOUTH,BARREL AND FRONT SIGHT ASSEMBLY,10,9/15/14,"$3,420.00 "
UNION BEACH POLICE,MONMOUTH,"HAND TOOLS, NONEDGED, NONPOWERED",1,9/15/14,"$7,350.00 "
UNION BEACH POLICE,MONMOUTH,"TRUNK,LOCKER",4,9/15/14,$418.12 
UNION BEACH POLICE,MONMOUTH,"TOOL KIT,GENERAL MECHANIC'S",2,10/2/14,"$3,610.00 "
UNION BEACH POLICE,MONMOUTH,SHACKLE,10,9/24/14,$303.30 
UNION BEACH POLICE,MONMOUTH,"SHACKLE,TOWING,SHOC",2,10/8/14,$470.84 
UNION BEACH POLICE,MONMOUTH,SHACKLE,14,9/18/14,"$1,217.16 "
UNION BEACH POLICE,MONMOUTH,SHACKLE,14,9/24/14,$167.44 
UNION BEACH POLICE,MONMOUTH,"WRENCH,BOX",2,9/24/14,$14.20 
UNION BEACH POLICE,MONMOUTH,"WRENCH,OPEN END",2,9/24/14,$8.64 
UNION BEACH POLICE,MONMOUTH,"WRENCH,OPEN END",2,9/24/14,$9.24 
UNION BEACH POLICE,MONMOUTH,"WRENCH,OPEN END",2,9/24/14,$156.70 
UNION BEACH POLICE,MONMOUTH,"TOOL KIT,GENERAL MECHANIC'S",8,9/26/14,"$2,312.00 "
UNION BEACH POLICE,MONMOUTH,FILE CABINET,1,10/2/14,$116.00 
UNION BEACH POLICE,MONMOUTH,FILE CABINET,1,10/2/14,$929.00 
UNION BEACH POLICE,MONMOUTH,"DEPLOYMENT KIT,RADIO FREQUENCY IDENTIFICATION",1,10/2/14,"$18,908.00 "
UNION BEACH POLICE,MONMOUTH,"MAT,FLOOR",2,9/26/14,$299.00 
UNION BEACH POLICE,MONMOUTH,"DETECTING SET,MINE",2,10/1/14,"$11,314.00 "
UNION BEACH POLICE,MONMOUTH,"GENERATOR SET,GASOLINE ENGINE",2,10/2/14,"$3,022.50 "
UNION BEACH POLICE,MONMOUTH,"ALARM,AUDIBLE-VISUAL",1,10/17/14,$164.96 
UNION BEACH POLICE,MONMOUTH,"PUMP,DRUM",3,10/7/14,$60.03 
UNION BEACH POLICE,MONMOUTH,"CHOCK,WHEEL-TRACK",1,10/1/14,$24.51 
UNION BEACH POLICE,MONMOUTH,"CHOCK,WHEEL-TRACK",1,10/2/14,$24.51 
UNION BEACH POLICE,MONMOUTH,"CHOCK,WHEEL-TRACK",1,10/1/14,$24.51 
UNION BEACH POLICE,MONMOUTH,"CHOCK,WHEEL-TRACK",1,10/1/14,$24.51 
UNION BEACH POLICE,MONMOUTH,"CHOCK,WHEEL-TRACK",1,10/1/14,$24.51 
UNION BEACH POLICE,MONMOUTH,"CHOCK,WHEEL-TRACK",1,10/2/14,$24.51 
UNION BEACH POLICE,MONMOUTH,"CHOCK,WHEEL-TRACK",1,10/1/14,$24.51 
UNION BEACH POLICE,MONMOUTH,"CHOCK,WHEEL-TRACK",1,10/2/14,$24.51 
UNION BEACH POLICE,MONMOUTH,"DRESSING,FIRST AID,FIELD",125,10/2/14,$448.75 
UNION BEACH POLICE,MONMOUTH,"FLOODLIGHT SET,ELECTRIC",4,10/10/14,"$47,632.00 "
UNION BEACH POLICE,MONMOUTH,"MEMORY CARD,PERSONAL COMPUTER",17,10/22/14,"$1,545.30 "
UNION BEACH POLICE,MONMOUTH,BINOCULAR,2,10/30/14,"$13,718.40 "
UNION BEACH POLICE,MONMOUTH,ANTIFREEZE RECYCLER KIT,1,10/17/14,"$9,738.89 "
UNION BEACH POLICE,MONMOUTH,"LIGHT,EXTENSION",10,10/22/14,"$2,051.00 "
UNION BEACH POLICE,MONMOUTH,"SHOP EQUIPMENT,AUTOMOTIVE VEHICLE",1,10/22/14,"$46,988.00 "
UNION BEACH POLICE,MONMOUTH,"VISE,MACHINIST'S",1,10/30/14,$561.59 
UNION BEACH POLICE,MONMOUTH,"COVER,FITTED,VEHICULAR BODY",1,10/22/14,$600.18 
UNION BEACH POLICE,MONMOUTH,"COVER,FITTED,VEHICULAR BODY",1,10/22/14,$600.18 
UNION BEACH POLICE,MONMOUTH,"WRENCH SET,SOCKET",1,10/30/14,$464.30 
UNION BEACH POLICE,MONMOUTH,"LIGHT,PARKING",4,10/17/14,$459.08 
UNION BEACH POLICE,MONMOUTH,"TRUCK,HAND",1,10/17/14,"$6,228.88 "
UNION BEACH POLICE,MONMOUTH,"TRUCK,HAND",1,10/17/14,"$6,228.88 "
UNION BEACH POLICE,MONMOUTH,HEADSET-MICROPHONE,6,10/22/14,"$1,672.02 "
UNION BEACH POLICE,MONMOUTH,"TOOL KIT,GENERAL MECHANIC'S",3,10/30/14,"$7,452.00 "
UNION BEACH POLICE,MONMOUTH,"TOOL KIT,WELDER'S",1,10/30/14,$541.00 
UNION BEACH POLICE,MONMOUTH,"HANDLE,SOCKET WRENCH",2,10/30/14,$67.84 
UNION BEACH POLICE,MONMOUTH,"BAG,TOOL",10,10/31/14,$102.20 
UNION BEACH POLICE,MONMOUTH,"CAMERA, DIGITAL",2,10/30/14,$0.00 
UNION BEACH POLICE,MONMOUTH,"UTILITY VEHICLE,4WD",1,11/3/14,$0.00 
UNION BEACH POLICE,MONMOUTH,"KIT,AIR CONDITIONER,MAK HMMWV",1,11/12/14,"$5,389.04 "
UNION BEACH POLICE,MONMOUTH,"RADIO,PORTABLE",10,11/7/14,"$48,100.00 "
UNION BEACH POLICE,MONMOUTH,"CABLE  ASSEMBLY,POWER,ELECTRICAL",1,11/5/14,$326.54 
UNION BEACH POLICE,MONMOUTH,"WRENCH,IMPACT,PNEUMATIC",2,11/12/14,$0.00 
UNION BEACH POLICE,MONMOUTH,"INFLATOR-GAGE,PNEUMATIC  TIRE",1,11/10/14,$398.31 
UNION BEACH POLICE,MONMOUTH,"TOOL KIT,GENERAL MECHANIC'S",5,11/12/14,"$12,420.00 "
UNION COUNTY PROSECUTOR'S OFFICE,UNION,M16 ASSAULT RIFLE,1,4/24/14,$499.00 
UNION COUNTY PROSECUTOR'S OFFICE,UNION,M16 ASSAULT RIFLE,1,4/24/14,$499.00 
UNION COUNTY PROSECUTOR'S OFFICE,UNION,M16 ASSAULT RIFLE,1,4/24/14,$499.00 
UNION COUNTY PROSECUTOR'S OFFICE,UNION,M16 ASSAULT RIFLE,1,4/24/14,$499.00 
UNION COUNTY PROSECUTOR'S OFFICE,UNION,M16 ASSAULT RIFLE,1,4/24/14,$499.00 
UNION COUNTY PROSECUTOR'S OFFICE,UNION,M16 ASSAULT RIFLE,1,4/24/14,$499.00 
UNION TOWNSHIP POLICE DEPT,UNION,COMMUNICATION SUBSYSTEM,1,8/7/14,"$5,395.00 "
UNION TOWNSHIP POLICE DEPT,UNION,COMMUNICATION SUBSYSTEM,1,8/7/14,"$5,395.00 "
UNION TOWNSHIP POLICE DEPT,UNION,"INSTALLATION KIT,ELECTRONIC EQUIPMENT",1,8/7/14,"$21,518.00 "
UNION TOWNSHIP POLICE DEPT,UNION,"TREPANNING TOOL,MACHINE",1,8/7/14,$83.43 
UNION TOWNSHIP POLICE DEPT,UNION,"CHEST,AMMUNITION",25,7/28/14,$97.00 
UNION TOWNSHIP POLICE DEPT,UNION,"ALL TERRAIN VEHICLE, 4 WHEEL",1,7/28/14,$495.00 
UNION TOWNSHIP POLICE DEPT,UNION,FLASHLIGHT,35,7/29/14,"$10,341.80 "
UNION TOWNSHIP POLICE DEPT,UNION,"FIRST AID KIT,UNIVERSAL",12,7/29/14,"$1,089.84 "
UNION TOWNSHIP POLICE DEPT,UNION,"MANIKIN,TRAUMA AND RESUSCITATION TRAINING",1,7/29/14,"$1,451.35 "
UNION TOWNSHIP POLICE DEPT,UNION,SLEEPING BAG,6,7/29/14,$395.16 
UNION TOWNSHIP POLICE DEPT,UNION,SEARCHLIGHT,2,8/25/14,"$4,706.50 "
UNION TOWNSHIP POLICE DEPT,UNION,"TOOL KIT,GENERAL MECHANIC'S",1,8/1/14,"$1,805.00 "
UNION TOWNSHIP POLICE DEPT,UNION,"BINOCULAR,NIGHT VISION",1,7/29/14,"$8,089.57 "
UNION TOWNSHIP POLICE DEPT,UNION,"FIRST AID KIT,GENERAL PURPOSE",19,7/29/14,$900.22 
UNION TOWNSHIP POLICE DEPT,UNION,"TRUCK,CARGO",1,8/28/14,"$72,040.00 "
UNION TOWNSHIP POLICE DEPT,UNION,"SLING,3 POINT COMBAT ASSAULT SYSTEM",80,8/25/14,"$1,381.60 "
UNION TOWNSHIP POLICE DEPT,UNION,"CLOTHING, SPECIAL PURPOSE, DEMIL A",130,8/25/14,"$5,198.70 "
UNION TOWNSHIP POLICE DEPT,UNION,"BRUSH,DUSTING,BENCH",2,8/25/14,$4.90 
UNION TOWNSHIP POLICE DEPT,UNION,VACU-DRILL,1,8/25/14,"$1,391.20 "
UNION TOWNSHIP POLICE DEPT,UNION,"CLOTHING, SPECIAL PURPOSE, DEMIL A",130,8/25/14,"$6,498.70 "
UNION TOWNSHIP POLICE DEPT,UNION,"CALIPER  SET,MICROMETER,OUTSIDE",1,8/25/14,"$3,364.93 "
UNION TOWNSHIP POLICE DEPT,UNION,"COVERALLS,COMBAT VEHICLE CREWMEN'S",5,8/25/14,$902.80 
UNION TOWNSHIP POLICE DEPT,UNION,"SAFETY GLASSES,REVISION SAWFLY EYEWEAR SYSTEM,REGULAR",58,8/25/14,"$3,237.56 "
UNION TOWNSHIP POLICE DEPT,UNION,"COVER,LOUDSPEAKER",1,8/25/14,$33.00 
UNION TOWNSHIP POLICE DEPT,UNION,"GOGGLES,INDUSTRIAL",30,8/25/14,"$1,718.40 "
UNION TOWNSHIP POLICE DEPT,UNION,"SIGHT,REFLEX",10,9/11/14,"$3,400.00 "
UNION TOWNSHIP POLICE DEPT,UNION,ASSAULT PACK,40,8/25/14,"$3,598.80 "
UNION TOWNSHIP POLICE DEPT,UNION,"POUCH,HAND GRENADE",20,8/25/14,$101.60 
UNION TOWNSHIP POLICE DEPT,UNION,"POUCH,INDIVIDUAL FIRST AID KIT",50,8/25/14,$633.00 
UNION TOWNSHIP POLICE DEPT,UNION,"WRENCH SET,SOCKET",1,8/25/14,$616.00 
UNION TOWNSHIP POLICE DEPT,UNION,"CAMERA, DIGITAL",1,8/25/14,$665.00 
UNION TOWNSHIP POLICE DEPT,UNION,PADLOCK,29,9/25/14,"$2,740.21 "
UNION TOWNSHIP POLICE DEPT,UNION,"BRUSH,DUSTING,BENCH",10,8/25/14,$24.50 
UNION TOWNSHIP POLICE DEPT,UNION,"SAFETY GLASSES,REVISION SAWFLY EYEWEAR SYSTEM,REGULAR",16,8/25/14,$893.12 
UNION TOWNSHIP POLICE DEPT,UNION,"CARRIER,PLATE",1,8/25/14,$495.41 
UNION TOWNSHIP POLICE DEPT,UNION,FLASHLIGHT,15,9/11/14,"$13,450.65 "
UNION TOWNSHIP POLICE DEPT,UNION,ASSAULT PACK,4,8/25/14,$359.88 
UNION TOWNSHIP POLICE DEPT,UNION,"CAMERA  SYSTEM,RECONNAISSANCE",1,8/25/14,"$8,450.00 "
UNION TOWNSHIP POLICE DEPT,UNION,"MOUNT,QUICK RELEASE ASSEMBLY",50,9/5/14,"$2,131.00 "
UNION TOWNSHIP POLICE DEPT,UNION,ASSAULT PACK,4,8/25/14,$359.88 
UNION TOWNSHIP POLICE DEPT,UNION,ASSAULT PACK,57,8/25/14,"$5,128.29 "
UNION TOWNSHIP POLICE DEPT,UNION,"POUCH,M4 TWO MAG",40,8/25/14,$216.80 
UNION TOWNSHIP POLICE DEPT,UNION,FLASHLIGHT,29,8/25/14,$258.97 
UNION TOWNSHIP POLICE DEPT,UNION,WHEEL AND TIRE ASSY,6,8/25/14,"$21,264.00 "
UNION TOWNSHIP POLICE DEPT,UNION,"TRUCK,WRECKER",1,8/28/14,"$168,960.00 "
UNION TOWNSHIP POLICE DEPT,UNION,"TOOL KIT,REPAIRMAN'S,SMALL ARMS",1,9/24/14,"$2,147.00 "
UNION TOWNSHIP POLICE DEPT,UNION,"COMPRESSOR UNIT,ROTARY",1,9/12/14,"$8,721.00 "
UNION TOWNSHIP POLICE DEPT,UNION,TRUCK TRACTOR,1,9/26/14,"$75,553.88 "
UNION TOWNSHIP POLICE DEPT,UNION,FORKLIFT,1,9/24/14,"$22,250.00 "
UNION TOWNSHIP POLICE DEPT,UNION,MEDIC SET,1,9/24/14,$150.48 
UNION TOWNSHIP POLICE DEPT,UNION,"COMPRESSOR, AIR",1,9/24/14,$387.25 
UNION TOWNSHIP POLICE DEPT,UNION,"TOOL KIT,GENERAL MECHANIC'S",1,9/23/14,"$1,805.00 "
UNION TOWNSHIP POLICE DEPT,UNION,"TOOL KIT,SMALL ARMS",1,9/23/14,"$2,147.00 "
UNION TOWNSHIP POLICE DEPT,UNION,"IMPACT DRILL, POWER",1,9/23/14,$185.18 
UNION TOWNSHIP POLICE DEPT,UNION,"WRENCH SET,BOX",1,9/12/14,"$11,048.70 "
UNION TOWNSHIP POLICE DEPT,UNION,FIELD PACK,2,9/23/14,$224.76 
UNION TOWNSHIP POLICE DEPT,UNION,"FIELD PACK,LARGE,SET",2,9/23/14,$526.50 
UNION TOWNSHIP POLICE DEPT,UNION,"CLEANING GUN,WATER",1,9/26/14,$137.12 
UNION TOWNSHIP POLICE DEPT,UNION,"PANTS,PHYSICAL FITNESS",6,9/23/14,$257.40 
UNION TOWNSHIP POLICE DEPT,UNION,"PANTS,PHYSICAL FITNESS",6,9/23/14,$257.40 
UNION TOWNSHIP POLICE DEPT,UNION,"PANTS,PHYSICAL FITNESS",6,9/23/14,$257.40 
UNION TOWNSHIP POLICE DEPT,UNION,"PANTS,PHYSICAL FITNESS",7,9/23/14,$300.30 
UNION TOWNSHIP POLICE DEPT,UNION,"PANTS,PHYSICAL FITNESS",6,9/23/14,$257.40 
UNION TOWNSHIP POLICE DEPT,UNION,"JACKET,PHYSICAL FITNESS",6,9/23/14,$402.90 
UNION TOWNSHIP POLICE DEPT,UNION,"LITTER,NONRIGID,POLELESS",2,9/23/14,$500.00 
UNION TOWNSHIP POLICE DEPT,UNION,"JACKET,PHYSICAL FITNESS",6,9/23/14,$402.90 
UNION TOWNSHIP POLICE DEPT,UNION,"JACKET,PHYSICAL FITNESS",6,9/23/14,$402.90 
UNION TOWNSHIP POLICE DEPT,UNION,"JACKET,PHYSICAL FITNESS",6,9/23/14,$402.90 
UNION TOWNSHIP POLICE DEPT,UNION,"TOOL KIT,GENERAL MECHANIC'S",1,9/23/14,"$1,805.00 "
UNION TOWNSHIP POLICE DEPT,UNION,"BRUSH,CLEANING,SMALL  ARMS",100,9/23/14,$81.00 
UNION TOWNSHIP POLICE DEPT,UNION,"BRUSH,CLEANING,SMALL  ARMS",100,9/23/14,$47.00 
UNION TOWNSHIP POLICE DEPT,UNION,"HOIST,CHAIN",1,9/23/14,"$1,500.00 "
UNION TOWNSHIP POLICE DEPT,UNION,"MAGAZINE,CARTRIDGE",7,9/23/14,$69.86 
UNION TOWNSHIP POLICE DEPT,UNION,"HEATER,SPACE",1,9/23/14,"$7,562.29 "
UNION TOWNSHIP POLICE DEPT,UNION,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",1,10/3/14,"$7,827.58 "
UNION TOWNSHIP POLICE DEPT,UNION,"WRENCH,TORQUE",3,10/3/14,"$1,012.08 "
UNION TOWNSHIP POLICE DEPT,UNION,"PAD,ADVANCED COMBAT HELMET NAPE,BALLASTIC",12,10/3/14,$338.16 
UNION TOWNSHIP POLICE DEPT,UNION,"MASK ASSEMBLY,FACE",25,10/3/14,"$8,076.25 "
UNION TOWNSHIP POLICE DEPT,UNION,"BAG,MEDICAL",4,9/26/14,"$1,874.96 "
UNION TOWNSHIP POLICE DEPT,UNION,ASSAULT PACK,2,10/3/14,$179.94 
UNION TOWNSHIP POLICE DEPT,UNION,"FILTER ELEMENT,FLUID",4,10/3/14,$24.36 
UNION TOWNSHIP POLICE DEPT,UNION,"JACKET,COLD WEATHER",13,10/3/14,$924.43 
UNION TOWNSHIP POLICE DEPT,UNION,"TRUCK,DUMP",1,10/31/14,"$37,452.00 "
UNION TOWNSHIP POLICE DEPT,UNION,"MAGAZINE,CARTRIDGE",20,10/3/14,$199.60 
UNION TOWNSHIP POLICE DEPT,UNION,OPTICAL SIGHTING AND RANGING EQUIPMENT,1,10/3/14,"$1,480.00 "
UNION TOWNSHIP POLICE DEPT,UNION,"FLOODLIGHT SET,TRAILER MOUNTED",5,10/3/14,"$22,445.00 "
UNION TOWNSHIP POLICE DEPT,UNION,"HEADBAND,GROUND TROOPS'-PARACHUTISTS'  HELMET",25,10/3/14,$182.25 
UNION TOWNSHIP POLICE DEPT,UNION,"CLEANING KIT,GUN",1,10/3/14,$95.47 
UNION TOWNSHIP POLICE DEPT,UNION,BINOCULAR,10,10/31/14,"$1,440.70 "
UNION TOWNSHIP POLICE DEPT,UNION,"LOADER,SCOOP TYPE",1,10/31/14,"$58,890.00 "
UNION TOWNSHIP POLICE DEPT,UNION,"RETRIEVING TOOL,MAGNETIC",10,10/31/14,$76.50 
UNION TOWNSHIP POLICE DEPT,UNION,DEGREASER,2,10/15/14,"$13,041.68 "
UNION TOWNSHIP POLICE DEPT,UNION,"INSERTS,MEDIC",4,10/31/14,$398.36 
UNION TOWNSHIP POLICE DEPT,UNION,"CLEANER,ULTRASONIC",1,10/31/14,$921.71 
UNION TOWNSHIP POLICE DEPT,UNION,"SCALE,WEIGHING",14,11/5/14,"$12,852.00 "
UNION TOWNSHIP POLICE DEPT,UNION,"LADDER,VEHICLE  BOARDING",4,11/3/14,$623.04 
UNION TOWNSHIP POLICE DEPT,UNION,"INFLATOR-GAGE,PNEUMATIC  TIRE",1,11/1/14,$398.31 
UNION TOWNSHIP POLICE DEPT,UNION,"JACK,HYDRAULIC,HAND",6,11/5/14,"$1,085.46 "
UNION TOWNSHIP POLICE DEPT,UNION,"PARTS KIT,SEAT BELT",16,11/10/14,"$2,442.72 "
UNION TOWNSHIP POLICE DEPT,UNION,"BORELIGHT SYSTEM,LASER",2,11/10/14,"$1,282.00 "
UPPER SADDLE RIVER POLICE DEPT,BERGEN,"TRUCK,CARGO",1,9/12/14,"$70,613.00 "
UPPER SADDLE RIVER POLICE DEPT,BERGEN,"TRAILER,FLAT BED",1,10/1/14,"$14,423.00 "
UPPER SADDLE RIVER POLICE DEPT,BERGEN,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,10/3/14,"$17,730.00 "
UPPER SADDLE RIVER POLICE DEPT,BERGEN,"CHEST,AMMUNITION",10,9/23/14,$111.00 
UPPER SADDLE RIVER POLICE DEPT,BERGEN,UNIVERSAL POWER SUPPLY,2,9/26/14,$400.00 
UPPER SADDLE RIVER POLICE DEPT,BERGEN,MODULAR SLEEP SYSTEM,15,9/25/14,"$3,945.75 "
UPPER SADDLE RIVER POLICE DEPT,BERGEN,"RESCUE AND TRANSPORT SYSTEM,PATIENT",1,9/25/14,$706.03 
UPPER SADDLE RIVER POLICE DEPT,BERGEN,TORQUING TOOL KIT,1,9/26/14,"$7,022.48 "
UPPER SADDLE RIVER POLICE DEPT,BERGEN,"FAN,CENTRIFUGAL",1,9/26/14,"$6,147.23 "
UPPER SADDLE RIVER POLICE DEPT,BERGEN,4 DRUM SPILL PALLET,1,9/25/14,$587.52 
UPPER SADDLE RIVER POLICE DEPT,BERGEN,SLEEPING BAG,20,9/25/14,"$2,117.00 "
