agency,address,county,item,quantity,date_received,total_cost
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,"1 Journal Square Plaza, Jersey City, NJ 07306",HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
KEANSBURG POLICE DEPT,"179 Carr Ave, Keansburg, New Jersey 07734",MONMOUTH,"GOGGLES,BALLISTIC",33,12/19/13,"$1,447.38 "
KEANSBURG POLICE DEPT,"179 Carr Ave, Keansburg, New Jersey 07734",MONMOUTH,TRUCK TRACTOR,2,2/15/14,"$151,107.76 "
KEANSBURG POLICE DEPT,"179 Carr Ave, Keansburg, New Jersey 07734",MONMOUTH,"TRUCK,CARRYALL",1,1/15/14,"$25,718.00 "
KEANSBURG POLICE DEPT,"179 Carr Ave, Keansburg, New Jersey 07734",MONMOUTH,"TRUCK,MAINTENANCE",1,3/3/14,"$70,280.00 "
KEANSBURG POLICE DEPT,"179 Carr Ave, Keansburg, New Jersey 07734",MONMOUTH,"TRUCK,UTILITY",1,12/18/13,"$41,061.00 "
KEANSBURG POLICE DEPT,"179 Carr Ave, Keansburg, New Jersey 07734",MONMOUTH,"TRUCK,UTILITY",1,12/18/13,"$41,061.00 "
KEANSBURG POLICE DEPT,"179 Carr Ave, Keansburg, New Jersey 07734",MONMOUTH,"TRUCK,UTILITY",1,12/18/13,"$41,061.00 "
KEARNY POLICE DEPT,"237 Laurel Ave, Kearny, NJ 07032",HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,"237 Laurel Ave, Kearny, NJ 07032",HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,"237 Laurel Ave, Kearny, NJ 07032",HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,"237 Laurel Ave, Kearny, NJ 07032",HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,"237 Laurel Ave, Kearny, NJ 07032",HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,"237 Laurel Ave, Kearny, NJ 07032",HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,"237 Laurel Ave, Kearny, NJ 07032",HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,"237 Laurel Ave, Kearny, NJ 07032",HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,"237 Laurel Ave, Kearny, NJ 07032",HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,"237 Laurel Ave, Kearny, NJ 07032",HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,"237 Laurel Ave, Kearny, NJ 07032",HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,"237 Laurel Ave, Kearny, NJ 07032",HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,"237 Laurel Ave, Kearny, NJ 07032",HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,"237 Laurel Ave, Kearny, NJ 07032",HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,"237 Laurel Ave, Kearny, NJ 07032",HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
LAKEHURST POLICE DEPT,"5 Union Ave, Lakehurst, NJ 08733",OCEAN,M16 ASSAULT RIFLE,1,4/25/14,$499.00 
LAKEHURST POLICE DEPT,"5 Union Ave, Lakehurst, NJ 08733",OCEAN,M16 ASSAULT RIFLE,1,4/25/14,$499.00 
LAKEHURST POLICE DEPT,"5 Union Ave, Lakehurst, NJ 08733",OCEAN,M16 ASSAULT RIFLE,1,4/25/14,$499.00 
LAKEHURST POLICE DEPT,"5 Union Ave, Lakehurst, NJ 08733",OCEAN,M16 ASSAULT RIFLE,1,4/25/14,$499.00 
LAKEHURST POLICE DEPT,"5 Union Ave, Lakehurst, NJ 08733",OCEAN,"SIGHT,REFLEX",1,4/17/14,$340.00 
LAKEHURST POLICE DEPT,"5 Union Ave, Lakehurst, NJ 08733",OCEAN,"SIGHT,REFLEX",16,4/17/14,"$5,440.00 "
LAKEHURST POLICE DEPT,"5 Union Ave, Lakehurst, NJ 08733",OCEAN,TRUCK TRACTOR,1,4/25/14,"$75,553.88 "
LAKEHURST POLICE DEPT,"5 Union Ave, Lakehurst, NJ 08733",OCEAN,"TRUCK,MAINTENANCE",1,4/25/14,"$17,195.00 "
LAKEHURST POLICE DEPT,"5 Union Ave, Lakehurst, NJ 08733",OCEAN,"TRUCK,UTILITY",1,4/30/14,"$50,458.00 "
LAKEHURST POLICE DEPT,"5 Union Ave, Lakehurst, NJ 08733",OCEAN,"TRUCK,UTILITY",1,4/30/14,"$50,458.00 "
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,M14 ASSAULT RIFLE,1,2/21/14,$138.00 
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,M14 ASSAULT RIFLE,1,2/27/14,$138.00 
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,"TRUCK,CARGO",1,1/17/12,"$56,832.00 "
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,"TRUCK,CARGO",1,3/24/12,"$56,832.00 "
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,"TRUCK,UTILITY",1,2/27/14,"$41,061.00 "
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,"TRUCK,UTILITY",1,2/21/14,"$50,458.00 "
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,"TRUCK,UTILITY",1,2/21/14,"$56,762.00 "
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,"TRUCK,UTILITY",1,2/21/14,"$56,762.00 "
LAKEWOOD POLICE DEPT,"231 3rd St, Lakewood Township, NJ 08701",OCEAN,"TRUCK,UTILITY",1,2/21/14,"$56,762.00 "
LINDEN POLICE DEPT,"301 N Wood Ave, Linden, NJ 07036",UNION,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
LINDEN POLICE DEPT,"301 N Wood Ave, Linden, NJ 07036",UNION,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
LINDEN POLICE DEPT,"301 N Wood Ave, Linden, NJ 07036",UNION,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
LINDEN POLICE DEPT,"301 N Wood Ave, Linden, NJ 07036",UNION,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
LINDEN POLICE DEPT,"301 N Wood Ave, Linden, NJ 07036",UNION,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
LINDEN POLICE DEPT,"301 N Wood Ave, Linden, NJ 07036",UNION,"SHOTGUN,12 GAGE,RIOT TYPE",1,4/22/14,$108.00 
LINDEN POLICE DEPT,"301 N Wood Ave, Linden, NJ 07036",UNION,"SHOTGUN,12 GAGE,RIOT TYPE",1,4/22/14,$108.00 
LINDEN POLICE DEPT,"301 N Wood Ave, Linden, NJ 07036",UNION,"SHOTGUN,12 GAGE,RIOT TYPE",1,4/22/14,$108.00 
LINDEN POLICE DEPT,"301 N Wood Ave, Linden, NJ 07036",UNION,"SHOTGUN,12 GAGE,RIOT TYPE",1,4/22/14,$108.00 
LITTLE FERRY POLICE DEPT,"215-217 Liberty St, Little Ferry, NJ 07643",BERGEN                   ,"TRUCK,CARGO",1,3/8/14,"$67,139.00 "
LITTLE FERRY POLICE DEPT,"215-217 Liberty St, Little Ferry, NJ 07643",BERGEN                   ,"TRUCK,CARGO",1,5/6/14,"$67,139.00 "
LITTLE FERRY POLICE DEPT,"215-217 Liberty St, Little Ferry, NJ 07643",BERGEN                   ,"TRUCK,CARGO",1,3/8/14,"$67,139.00 "
LITTLE FERRY POLICE DEPT,"215-217 Liberty St, Little Ferry, NJ 07643",BERGEN                   ,"TRUCK,UTILITY",1,3/10/14,"$50,458.00 "
LITTLE FERRY POLICE DEPT,"215-217 Liberty St, Little Ferry, NJ 07643",BERGEN                   ,"TRUCK,UTILITY",1,3/10/14,"$49,897.00 "
LITTLE FERRY POLICE DEPT,"215-217 Liberty St, Little Ferry, NJ 07643",BERGEN                   ,"TRUCK,UTILITY",1,3/10/14,"$49,897.00 "
LITTLE SILVER POLICE DEPT,"480 Prospect Avenue, Little Silver , NJ 07739",MONMOUTH,BINOCULAR,10,3/8/14,$329.80 
LITTLE SILVER POLICE DEPT,"480 Prospect Avenue, Little Silver , NJ 07739",MONMOUTH,"GOGGLES,BALLISTIC",16,2/15/14,$701.76 
LITTLE SILVER POLICE DEPT,"480 Prospect Avenue, Little Silver , NJ 07739",MONMOUTH,TRUCK TRACTOR,1,3/8/14,"$75,553.88 "
LITTLE SILVER POLICE DEPT,"480 Prospect Avenue, Little Silver , NJ 07739",MONMOUTH,"TRUCK,CARGO",1,3/20/14,"$67,139.00 "
LITTLE SILVER POLICE DEPT,"480 Prospect Avenue, Little Silver , NJ 07739",MONMOUTH,"TRUCK,CARGO",1,3/20/14,"$67,139.00 "
LITTLE SILVER POLICE DEPT,"480 Prospect Avenue, Little Silver , NJ 07739",MONMOUTH,"TRUCK,UTILITY",1,3/10/14,"$50,458.00 "
LITTLE SILVER POLICE DEPT,"480 Prospect Avenue, Little Silver , NJ 07739",MONMOUTH,"TRUCK,UTILITY",1,3/10/14,"$50,458.00 "
LIVINGSTON POLICE DEPT,"333 S Livingston Ave, Livingston, NJ 07039",ESSEX,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
LIVINGSTON POLICE DEPT,"333 S Livingston Ave, Livingston, NJ 07039",ESSEX,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
LIVINGSTON POLICE DEPT,"333 S Livingston Ave, Livingston, NJ 07039",ESSEX,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
LIVINGSTON POLICE DEPT,"333 S Livingston Ave, Livingston, NJ 07039",ESSEX,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
LIVINGSTON POLICE DEPT,"333 S Livingston Ave, Livingston, NJ 07039",ESSEX,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
LIVINGSTON POLICE DEPT,"333 S Livingston Ave, Livingston, NJ 07039",ESSEX,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
LIVINGSTON POLICE DEPT,"333 S Livingston Ave, Livingston, NJ 07039",ESSEX,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
LIVINGSTON POLICE DEPT,"333 S Livingston Ave, Livingston, NJ 07039",ESSEX,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
LIVINGSTON POLICE DEPT,"333 S Livingston Ave, Livingston, NJ 07039",ESSEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
LIVINGSTON POLICE DEPT,"333 S Livingston Ave, Livingston, NJ 07039",ESSEX,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
LIVINGSTON POLICE DEPT,"333 S Livingston Ave, Livingston, NJ 07039",ESSEX,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
LIVINGSTON POLICE DEPT,"333 S Livingston Ave, Livingston, NJ 07039",ESSEX,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
LIVINGSTON POLICE DEPT,"333 S Livingston Ave, Livingston, NJ 07039",ESSEX,M16 ASSAULT RIFLE,1,4/18/14,$499.00 
