agency,address,county,item,quantity,date_received,total_cost
PASSAIC COUNTY SHERIFF DEPARTMEN,"435 Hamburg Turnpike, Wayne, NJ 07470",PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"435 Hamburg Turnpike, Wayne, NJ 07470",PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"435 Hamburg Turnpike, Wayne, NJ 07470",PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"435 Hamburg Turnpike, Wayne, NJ 07470",PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"435 Hamburg Turnpike, Wayne, NJ 07470",PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"435 Hamburg Turnpike, Wayne, NJ 07470",PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"435 Hamburg Turnpike, Wayne, NJ 07470",PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"435 Hamburg Turnpike, Wayne, NJ 07470",PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"435 Hamburg Turnpike, Wayne, NJ 07470",PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"435 Hamburg Turnpike, Wayne, NJ 07470",PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"435 Hamburg Turnpike, Wayne, NJ 07470",PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"435 Hamburg Turnpike, Wayne, NJ 07470",PASSAIC,M16 ASSAULT RIFLE,1,4/28/14,$499.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"435 Hamburg Turnpike, Wayne, NJ 07470",PASSAIC,"TRUCK,CARGO",1,9/5/14,"$128,076.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"435 Hamburg Turnpike, Wayne, NJ 07470",PASSAIC,"TRUCK,CARGO",1,9/5/14,"$72,040.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"435 Hamburg Turnpike, Wayne, NJ 07470",PASSAIC,"TRUCK,CARGO",1,10/28/14,$100.00 
PASSAIC COUNTY SHERIFF DEPARTMEN,"435 Hamburg Turnpike, Wayne, NJ 07470",PASSAIC,"TRUCK,UTILITY",1,9/3/14,"$47,023.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"435 Hamburg Turnpike, Wayne, NJ 07470",PASSAIC,"TRUCK,UTILITY",1,9/5/14,"$50,458.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"435 Hamburg Turnpike, Wayne, NJ 07470",PASSAIC,"TRUCK,UTILITY",1,9/3/14,"$41,061.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"435 Hamburg Turnpike, Wayne, NJ 07470",PASSAIC,"TRUCK,UTILITY",1,9/18/14,"$41,061.00 "
PASSAIC COUNTY SHERIFF DEPARTMEN,"435 Hamburg Turnpike, Wayne, NJ 07470",PASSAIC,"TRUCK,UTILITY",1,9/18/14,"$41,061.00 "
PATERSON POLICE DEPT,"111 Broadway #1, Paterson, NJ 07505",PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,"111 Broadway #1, Paterson, NJ 07505",PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,"111 Broadway #1, Paterson, NJ 07505",PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,"111 Broadway #1, Paterson, NJ 07505",PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,"111 Broadway #1, Paterson, NJ 07505",PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,"111 Broadway #1, Paterson, NJ 07505",PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,"111 Broadway #1, Paterson, NJ 07505",PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,"111 Broadway #1, Paterson, NJ 07505",PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,"111 Broadway #1, Paterson, NJ 07505",PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,"111 Broadway #1, Paterson, NJ 07505",PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,"111 Broadway #1, Paterson, NJ 07505",PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,"111 Broadway #1, Paterson, NJ 07505",PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,"111 Broadway #1, Paterson, NJ 07505",PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,"111 Broadway #1, Paterson, NJ 07505",PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,"111 Broadway #1, Paterson, NJ 07505",PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,"111 Broadway #1, Paterson, NJ 07505",PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,"111 Broadway #1, Paterson, NJ 07505",PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,"111 Broadway #1, Paterson, NJ 07505",PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,"111 Broadway #1, Paterson, NJ 07505",PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,"111 Broadway #1, Paterson, NJ 07505",PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,"111 Broadway #1, Paterson, NJ 07505",PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,"111 Broadway #1, Paterson, NJ 07505",PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,"111 Broadway #1, Paterson, NJ 07505",PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,"111 Broadway #1, Paterson, NJ 07505",PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PATERSON POLICE DEPT,"111 Broadway #1, Paterson, NJ 07505",PASSAIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PAULSBORO POLICE DEPARTMENT,"1211 N Delaware St, Paulsboro, NJ 08066",GLOUCESTER,"TRUCK,CARGO",1,11/10/14,"$72,040.00 "
PAULSBORO POLICE DEPARTMENT,"1211 N Delaware St, Paulsboro, NJ 08066",GLOUCESTER,"TRUCK,UTILITY",1,11/10/14,"$41,061.00 "
PEMBERTON TOWNSHIP POLICE DEPT,"500 Pemberton Browns Mills Rd, Pemberton Township, NJ 08068",BURLINGTON,M14 ASSAULT RIFLE,1,1/31/14,$138.00 
PEMBERTON TOWNSHIP POLICE DEPT,"500 Pemberton Browns Mills Rd, Pemberton Township, NJ 08068",BURLINGTON,M14 ASSAULT RIFLE,1,1/31/14,$138.00 
PEMBERTON TOWNSHIP POLICE DEPT,"500 Pemberton Browns Mills Rd, Pemberton Township, NJ 08068",BURLINGTON,M16 ASSAULT RIFLE,1,1/31/14,$499.00 
PEMBERTON TOWNSHIP POLICE DEPT,"500 Pemberton Browns Mills Rd, Pemberton Township, NJ 08068",BURLINGTON,M16 ASSAULT RIFLE,1,1/31/14,$499.00 
PEMBERTON TOWNSHIP POLICE DEPT,"500 Pemberton Browns Mills Rd, Pemberton Township, NJ 08068",BURLINGTON,M16 ASSAULT RIFLE,1,1/31/14,$499.00 
PEMBERTON TOWNSHIP POLICE DEPT,"500 Pemberton Browns Mills Rd, Pemberton Township, NJ 08068",BURLINGTON,M16 ASSAULT RIFLE,1,1/31/14,$499.00 
PEMBERTON TOWNSHIP POLICE DEPT,"500 Pemberton Browns Mills Rd, Pemberton Township, NJ 08068",BURLINGTON,M16 ASSAULT RIFLE,1,1/31/14,$499.00 
PEMBERTON TOWNSHIP POLICE DEPT,"500 Pemberton Browns Mills Rd, Pemberton Township, NJ 08068",BURLINGTON,M16 ASSAULT RIFLE,1,1/31/14,$499.00 
PEMBERTON TOWNSHIP POLICE DEPT,"500 Pemberton Browns Mills Rd, Pemberton Township, NJ 08068",BURLINGTON,TRUCK TRACTOR,2,2/15/14,"$151,107.76 "
PEMBERTON TOWNSHIP POLICE DEPT,"500 Pemberton Browns Mills Rd, Pemberton Township, NJ 08068",BURLINGTON,"TRUCK,UTILITY",1,1/31/14,"$50,458.00 "
PEMBERTON TOWNSHIP POLICE DEPT,"500 Pemberton Browns Mills Rd, Pemberton Township, NJ 08068",BURLINGTON,TRUCKS AND TRUCK TRACTORS,1,5/13/14,"$41,000.00 "
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",MIDDLESEX,BINOCULAR,2,9/22/14,$556.10 
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",MIDDLESEX,BINOCULAR,1,11/5/14,$33.67 
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",MIDDLESEX,"GOGGLES,INDUSTRIAL",35,11/5/14,"$2,024.40 "
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",MIDDLESEX,"GOGGLES,INDUSTRIAL",3,11/5/14,$185.88 
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",MIDDLESEX,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",MIDDLESEX,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",MIDDLESEX,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",MIDDLESEX,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",MIDDLESEX,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",MIDDLESEX,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",MIDDLESEX,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",MIDDLESEX,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",MIDDLESEX,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",MIDDLESEX,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",MIDDLESEX,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",MIDDLESEX,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",MIDDLESEX,"TRUCK,CARGO",1,9/2/14,"$72,040.00 "
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",MIDDLESEX,"TRUCK,UTILITY",1,9/3/14,"$41,061.00 "
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",MIDDLESEX,"TRUCK,UTILITY",1,9/3/14,"$49,897.00 "
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",MIDDLESEX,"TRUCK,UTILITY",1,9/3/14,"$49,897.00 "
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",MIDDLESEX,"TRUCK,VAN",1,11/12/14,"$111,395.00 "
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",MIDDLESEX,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",MIDDLESEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",MIDDLESEX,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",MIDDLESEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",MIDDLESEX,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",MIDDLESEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",MIDDLESEX,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",MIDDLESEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",MIDDLESEX,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",MIDDLESEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",MIDDLESEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",MIDDLESEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",MIDDLESEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",MIDDLESEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",MIDDLESEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",MIDDLESEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",MIDDLESEX,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",UNION,"BINOCULAR,NIGHT VISION",3,8/11/14,"$24,268.71 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",UNION,"GOGGLES,INDUSTRIAL",20,7/29/14,"$1,145.60 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",UNION,"SIGHT,REFLEX",10,8/11/14,"$3,400.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",UNION,"SIGHT,REFLEX",20,8/11/14,"$6,800.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",UNION,TRUCK TRACTOR,1,9/9/14,"$75,553.88 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",UNION,TRUCK TRACTOR,1,8/29/14,"$70,832.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",UNION,"TRUCK,CARGO",1,9/22/14,"$85,946.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",UNION,"TRUCK,CARGO",1,8/29/14,"$31,249.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",UNION,"TRUCK,DUMP",1,8/18/14,"$72,425.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",UNION,"TRUCK,DUMP",1,8/15/14,"$116,357.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",UNION,"TRUCK,LIFT,FORK",1,8/26/14,"$100,010.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",UNION,"TRUCK,LIFT,FORK",1,9/5/14,"$31,000.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",UNION,"TRUCK,UTILITY",1,8/18/14,"$47,023.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",UNION,"TRUCK,UTILITY",1,8/18/14,"$47,023.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",UNION,"TRUCK,UTILITY",1,8/11/14,"$41,061.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",UNION,"TRUCK,UTILITY",1,8/18/14,"$50,458.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",UNION,"TRUCK,UTILITY",1,8/18/14,"$50,458.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",UNION,"TRUCK,UTILITY",1,8/18/14,"$41,061.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",UNION,"TRUCK,UTILITY",1,8/18/14,"$49,897.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",UNION,"TRUCK,UTILITY",1,8/18/14,"$49,897.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",UNION,"TRUCK,UTILITY",1,8/18/14,"$50,458.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",UNION,"TRUCK,UTILITY",1,8/18/14,"$50,458.00 "
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",OCEAN,M16 ASSAULT RIFLE,1,2/21/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",OCEAN,M16 ASSAULT RIFLE,1,2/21/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",OCEAN,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",OCEAN,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",OCEAN,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",OCEAN,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",OCEAN,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",OCEAN,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",OCEAN,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",OCEAN,M16 ASSAULT RIFLE,1,2/21/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",OCEAN,"TRUCK,UTILITY",1,2/15/14,"$54,313.70 "
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",OCEAN,"TRUCK,UTILITY",1,2/15/14,"$54,313.70 "
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",OCEAN,"TRUCK,UTILITY",1,2/15/14,"$54,313.70 "
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",OCEAN,"TRUCK,UTILITY",1,2/15/14,"$49,897.00 "
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",OCEAN,"TRUCK,UTILITY",1,2/21/14,"$47,023.00 "
POINT PLEASANT POLICE DEPT,"2233 Bridge Avenue, Point Pleasant, New Jersey 08742",OCEAN,"TRUCK,UTILITY",1,11/26/13,"$41,061.00 "
RAMSEY POLICE DEPT,"25 N Central Ave, Ramsey, NJ 07446",BERGEN,NIGHT VISION DEVICE,1,4/25/14,"$4,105.00 "
RARITAN TOWNSHIP POLICE DEPT,"2 Municipal Dr, Flemington, NJ 08822",SOMERSET,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
RARITAN TOWNSHIP POLICE DEPT,"2 Municipal Dr, Flemington, NJ 08822",SOMERSET,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
RARITAN TOWNSHIP POLICE DEPT,"2 Municipal Dr, Flemington, NJ 08822",SOMERSET,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
RARITAN TOWNSHIP POLICE DEPT,"2 Municipal Dr, Flemington, NJ 08822",SOMERSET,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
RARITAN TOWNSHIP POLICE DEPT,"2 Municipal Dr, Flemington, NJ 08822",SOMERSET,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
RARITAN TOWNSHIP POLICE DEPT,"2 Municipal Dr, Flemington, NJ 08822",SOMERSET,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
RARITAN TOWNSHIP POLICE DEPT,"2 Municipal Dr, Flemington, NJ 08822",SOMERSET,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,"507 Main St, Whitehouse Station, NJ 08889",HUNTERDON,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,"507 Main St, Whitehouse Station, NJ 08889",HUNTERDON,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,"507 Main St, Whitehouse Station, NJ 08889",HUNTERDON,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,"507 Main St, Whitehouse Station, NJ 08889",HUNTERDON,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,"507 Main St, Whitehouse Station, NJ 08889",HUNTERDON,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,"507 Main St, Whitehouse Station, NJ 08889",HUNTERDON,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,"507 Main St, Whitehouse Station, NJ 08889",HUNTERDON,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,"507 Main St, Whitehouse Station, NJ 08889",HUNTERDON,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,"507 Main St, Whitehouse Station, NJ 08889",HUNTERDON,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,"507 Main St, Whitehouse Station, NJ 08889",HUNTERDON,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
RED BANK POLICE DEPT,"90 Monmouth St, Red Bank, NJ 07701",MONMOUTH,BINOCULAR,4,9/29/14,$576.28 
RED BANK POLICE DEPT,"90 Monmouth St, Red Bank, NJ 07701",MONMOUTH,TRUCK TRACTOR,1,9/3/14,"$70,832.00 "
RED BANK POLICE DEPT,"90 Monmouth St, Red Bank, NJ 07701",MONMOUTH,"TRUCK,CARGO",1,5/12/14,"$67,139.00 "
RED BANK POLICE DEPT,"90 Monmouth St, Red Bank, NJ 07701",MONMOUTH,"TRUCK,DUMP",2,9/3/14,"$144,850.00 "
