agency,address,latitude,longitude,county,item,quantity,date,cost
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",40.509592,-74.2681199,MIDDLESEX,"TRUCK,CARGO",1,9/2/14,"$72,040.00 "
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",40.509592,-74.2681199,MIDDLESEX,"TRUCK,UTILITY",1,9/3/14,"$41,061.00 "
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",40.509592,-74.2681199,MIDDLESEX,"TRUCK,UTILITY",1,9/3/14,"$49,897.00 "
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",40.509592,-74.2681199,MIDDLESEX,"TRUCK,UTILITY",1,9/3/14,"$49,897.00 "
PERTH AMBOY POLICE DEPT,"365 New Brunswick Ave, Perth Amboy, NJ 08861",40.509592,-74.2681199,MIDDLESEX,"TRUCK,VAN",1,11/12/14,"$111,395.00 "
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",40.54031249,-74.46901582,MIDDLESEX,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",40.54031249,-74.46901582,MIDDLESEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",40.54031249,-74.46901582,MIDDLESEX,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",40.54031249,-74.46901582,MIDDLESEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",40.54031249,-74.46901582,MIDDLESEX,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",40.54031249,-74.46901582,MIDDLESEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",40.54031249,-74.46901582,MIDDLESEX,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",40.54031249,-74.46901582,MIDDLESEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",40.54031249,-74.46901582,MIDDLESEX,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",40.54031249,-74.46901582,MIDDLESEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",40.54031249,-74.46901582,MIDDLESEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",40.54031249,-74.46901582,MIDDLESEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",40.54031249,-74.46901582,MIDDLESEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",40.54031249,-74.46901582,MIDDLESEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",40.54031249,-74.46901582,MIDDLESEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",40.54031249,-74.46901582,MIDDLESEX,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
PISCATAWAY POLICE DEPT,"555 Sidney Rd, Piscataway Township, NJ 08854",40.54031249,-74.46901582,MIDDLESEX,M16 ASSAULT RIFLE,1,4/23/14,$499.00 
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",40.618572,-74.418772,UNION,"BINOCULAR,NIGHT VISION",3,8/11/14,"$24,268.71 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",40.618572,-74.418772,UNION,"GOGGLES,INDUSTRIAL",20,7/29/14,"$1,145.60 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",40.618572,-74.418772,UNION,"SIGHT,REFLEX",10,8/11/14,"$3,400.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",40.618572,-74.418772,UNION,"SIGHT,REFLEX",20,8/11/14,"$6,800.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",40.618572,-74.418772,UNION,TRUCK TRACTOR,1,9/9/14,"$75,553.88 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",40.618572,-74.418772,UNION,TRUCK TRACTOR,1,8/29/14,"$70,832.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",40.618572,-74.418772,UNION,"TRUCK,CARGO",1,9/22/14,"$85,946.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",40.618572,-74.418772,UNION,"TRUCK,CARGO",1,8/29/14,"$31,249.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",40.618572,-74.418772,UNION,"TRUCK,DUMP",1,8/18/14,"$72,425.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",40.618572,-74.418772,UNION,"TRUCK,DUMP",1,8/15/14,"$116,357.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",40.618572,-74.418772,UNION,"TRUCK,LIFT,FORK",1,8/26/14,"$100,010.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",40.618572,-74.418772,UNION,"TRUCK,LIFT,FORK",1,9/5/14,"$31,000.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",40.618572,-74.418772,UNION,"TRUCK,UTILITY",1,8/18/14,"$47,023.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",40.618572,-74.418772,UNION,"TRUCK,UTILITY",1,8/18/14,"$47,023.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",40.618572,-74.418772,UNION,"TRUCK,UTILITY",1,8/11/14,"$41,061.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",40.618572,-74.418772,UNION,"TRUCK,UTILITY",1,8/18/14,"$50,458.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",40.618572,-74.418772,UNION,"TRUCK,UTILITY",1,8/18/14,"$50,458.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",40.618572,-74.418772,UNION,"TRUCK,UTILITY",1,8/18/14,"$41,061.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",40.618572,-74.418772,UNION,"TRUCK,UTILITY",1,8/18/14,"$49,897.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",40.618572,-74.418772,UNION,"TRUCK,UTILITY",1,8/18/14,"$49,897.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",40.618572,-74.418772,UNION,"TRUCK,UTILITY",1,8/18/14,"$50,458.00 "
PLAINFIELD POLICE DEPT,"200 E 4th St, Plainfield, NJ 07060",40.618572,-74.418772,UNION,"TRUCK,UTILITY",1,8/18/14,"$50,458.00 "
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",39.39329244,-74.52329144,ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",39.39329244,-74.52329144,ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",39.39329244,-74.52329144,ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",39.39329244,-74.52329144,ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",39.39329244,-74.52329144,ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",39.39329244,-74.52329144,ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",39.39329244,-74.52329144,ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",39.39329244,-74.52329144,ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",39.39329244,-74.52329144,ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",39.39329244,-74.52329144,ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",39.39329244,-74.52329144,ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",39.39329244,-74.52329144,ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",39.39329244,-74.52329144,ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",39.39329244,-74.52329144,ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
PLEASANTVILLE POLICE DEPT,"17 N 1st St, Pleasantville, NJ 08232",39.39329244,-74.52329144,ATLANTIC,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",40.0871538,-74.04757818,OCEAN,M16 ASSAULT RIFLE,1,2/21/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",40.0871538,-74.04757818,OCEAN,M16 ASSAULT RIFLE,1,2/21/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",40.0871538,-74.04757818,OCEAN,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",40.0871538,-74.04757818,OCEAN,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",40.0871538,-74.04757818,OCEAN,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",40.0871538,-74.04757818,OCEAN,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",40.0871538,-74.04757818,OCEAN,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",40.0871538,-74.04757818,OCEAN,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",40.0871538,-74.04757818,OCEAN,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",40.0871538,-74.04757818,OCEAN,M16 ASSAULT RIFLE,1,2/21/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",40.0871538,-74.04757818,OCEAN,"TRUCK,UTILITY",1,2/15/14,"$54,313.70 "
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",40.0871538,-74.04757818,OCEAN,"TRUCK,UTILITY",1,2/15/14,"$54,313.70 "
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",40.0871538,-74.04757818,OCEAN,"TRUCK,UTILITY",1,2/15/14,"$54,313.70 "
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",40.0871538,-74.04757818,OCEAN,"TRUCK,UTILITY",1,2/15/14,"$49,897.00 "
POINT PLEASANT BEACH POLICE DEPT,"416 New Jersey Ave, Point Pleasant Beach, NJ 08742",40.0871538,-74.04757818,OCEAN,"TRUCK,UTILITY",1,2/21/14,"$47,023.00 "
POINT PLEASANT POLICE DEPT,"2233 Bridge Avenue, Point Pleasant, New Jersey 08742",40.07209983,-74.0686229,OCEAN,"TRUCK,UTILITY",1,11/26/13,"$41,061.00 "
RAMSEY POLICE DEPT,"25 N Central Ave, Ramsey, NJ 07446",41.05795,-74.144078,BERGEN,NIGHT VISION DEVICE,1,4/25/14,"$4,105.00 "
RARITAN TOWNSHIP POLICE DEPT,"2 Municipal Dr, Flemington, NJ 08822",40.503585,-74.873093,SOMERSET,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
RARITAN TOWNSHIP POLICE DEPT,"2 Municipal Dr, Flemington, NJ 08822",40.503585,-74.873093,SOMERSET,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
RARITAN TOWNSHIP POLICE DEPT,"2 Municipal Dr, Flemington, NJ 08822",40.503585,-74.873093,SOMERSET,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
RARITAN TOWNSHIP POLICE DEPT,"2 Municipal Dr, Flemington, NJ 08822",40.503585,-74.873093,SOMERSET,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
RARITAN TOWNSHIP POLICE DEPT,"2 Municipal Dr, Flemington, NJ 08822",40.503585,-74.873093,SOMERSET,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
RARITAN TOWNSHIP POLICE DEPT,"2 Municipal Dr, Flemington, NJ 08822",40.503585,-74.873093,SOMERSET,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
RARITAN TOWNSHIP POLICE DEPT,"2 Municipal Dr, Flemington, NJ 08822",40.503585,-74.873093,SOMERSET,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,"507 Main St, Whitehouse Station, NJ 08889",40.60509197,-74.7778108,HUNTERDON,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,"507 Main St, Whitehouse Station, NJ 08889",40.60509197,-74.7778108,HUNTERDON,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,"507 Main St, Whitehouse Station, NJ 08889",40.60509197,-74.7778108,HUNTERDON,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,"507 Main St, Whitehouse Station, NJ 08889",40.60509197,-74.7778108,HUNTERDON,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,"507 Main St, Whitehouse Station, NJ 08889",40.60509197,-74.7778108,HUNTERDON,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,"507 Main St, Whitehouse Station, NJ 08889",40.60509197,-74.7778108,HUNTERDON,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,"507 Main St, Whitehouse Station, NJ 08889",40.60509197,-74.7778108,HUNTERDON,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,"507 Main St, Whitehouse Station, NJ 08889",40.60509197,-74.7778108,HUNTERDON,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,"507 Main St, Whitehouse Station, NJ 08889",40.60509197,-74.7778108,HUNTERDON,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,"507 Main St, Whitehouse Station, NJ 08889",40.60509197,-74.7778108,HUNTERDON,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
RED BANK POLICE DEPT,"90 Monmouth St, Red Bank, NJ 07701",40.349381,-74.069528,MONMOUTH,BINOCULAR,4,9/29/14,$576.28 
RED BANK POLICE DEPT,"90 Monmouth St, Red Bank, NJ 07701",40.349381,-74.069528,MONMOUTH,TRUCK TRACTOR,1,9/3/14,"$70,832.00 "
RED BANK POLICE DEPT,"90 Monmouth St, Red Bank, NJ 07701",40.349381,-74.069528,MONMOUTH,"TRUCK,CARGO",1,5/12/14,"$67,139.00 "
RED BANK POLICE DEPT,"90 Monmouth St, Red Bank, NJ 07701",40.349381,-74.069528,MONMOUTH,"TRUCK,DUMP",2,9/3/14,"$144,850.00 "
RED BANK POLICE DEPT,"90 Monmouth St, Red Bank, NJ 07701",40.349381,-74.069528,MONMOUTH,"TRUCK,SNOW  REMOVAL EQUIPMENT",1,5/12/14,"$583,760.00 "
RED BANK POLICE DEPT,"90 Monmouth St, Red Bank, NJ 07701",40.349381,-74.069528,MONMOUTH,"TRUCK,UTILITY",1,5/8/14,"$41,061.00 "
RED BANK POLICE DEPT,"90 Monmouth St, Red Bank, NJ 07701",40.349381,-74.069528,MONMOUTH,"TRUCK,UTILITY",1,5/15/14,"$47,023.00 "
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",40.891008,-74.673183,MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",40.891008,-74.673183,MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",40.891008,-74.673183,MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",40.891008,-74.673183,MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",40.891008,-74.673183,MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",40.891008,-74.673183,MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",40.891008,-74.673183,MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",40.891008,-74.673183,MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",40.891008,-74.673183,MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",40.891008,-74.673183,MORRIS,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",40.891008,-74.673183,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",40.891008,-74.673183,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",40.891008,-74.673183,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",40.891008,-74.673183,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",40.891008,-74.673183,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
ROXBURY TOWNSHIP POLICE DEPT,"1715 U.S. 46, Roxbury Township, NJ 07852",40.891008,-74.673183,MORRIS,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
RUMSON POLICE DEPT,"80 E River Rd, Rumson, NJ 07760",40.376065,-74.002665,MONMOUTH,TRUCK TRACTOR,1,9/22/14,"$86,203.00 "
RUMSON POLICE DEPT,"80 E River Rd, Rumson, NJ 07760",40.376065,-74.002665,MONMOUTH,"TRUCK,DUMP",1,10/6/14,"$92,489.00 "
RUMSON POLICE DEPT,"80 E River Rd, Rumson, NJ 07760",40.376065,-74.002665,MONMOUTH,"TRUCK,UTILITY",1,10/20/14,"$41,061.00 "
SADDLE RIVER POLICE DEPT,"83 E Allendale Rd, Saddle River, NJ 07458",41.03181815,-74.09859733,BERGEN,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
SADDLE RIVER POLICE DEPT,"83 E Allendale Rd, Saddle River, NJ 07458",41.03181815,-74.09859733,BERGEN,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
SADDLE RIVER POLICE DEPT,"83 E Allendale Rd, Saddle River, NJ 07458",41.03181815,-74.09859733,BERGEN,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
SADDLE RIVER POLICE DEPT,"83 E Allendale Rd, Saddle River, NJ 07458",41.03181815,-74.09859733,BERGEN,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
SADDLE RIVER POLICE DEPT,"83 E Allendale Rd, Saddle River, NJ 07458",41.03181815,-74.09859733,BERGEN,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
SADDLE RIVER POLICE DEPT,"83 E Allendale Rd, Saddle River, NJ 07458",41.03181815,-74.09859733,BERGEN,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
SAYREVILLE POLICE DEPT,"1000 Main St, Sayreville, NJ 08872",40.471758,-74.3416319,MIDDLESEX,TRUCK TRACTOR,1,9/2/14,"$138,870.00 "
SAYREVILLE POLICE DEPT,"1000 Main St, Sayreville, NJ 08872",40.471758,-74.3416319,MIDDLESEX,"TRUCK,CARGO",1,9/2/14,"$67,139.00 "
SAYREVILLE POLICE DEPT,"1000 Main St, Sayreville, NJ 08872",40.471758,-74.3416319,MIDDLESEX,"TRUCK,CARGO",1,9/2/14,"$72,040.00 "
SAYREVILLE POLICE DEPT,"1000 Main St, Sayreville, NJ 08872",40.471758,-74.3416319,MIDDLESEX,"TRUCK,CARGO",1,9/16/14,"$70,613.00 "
SAYREVILLE POLICE DEPT,"1000 Main St, Sayreville, NJ 08872",40.471758,-74.3416319,MIDDLESEX,"TRUCK,LIFT,FORK",1,9/16/14,"$72,370.00 "
SAYREVILLE POLICE DEPT,"1000 Main St, Sayreville, NJ 08872",40.471758,-74.3416319,MIDDLESEX,"TRUCK,UTILITY",1,9/3/14,"$41,061.00 "
SAYREVILLE POLICE DEPT,"1000 Main St, Sayreville, NJ 08872",40.471758,-74.3416319,MIDDLESEX,"TRUCK,UTILITY",1,10/8/14,"$41,061.00 "
SAYREVILLE POLICE DEPT,"1000 Main St, Sayreville, NJ 08872",40.471758,-74.3416319,MIDDLESEX,"TRUCK,UTILITY",1,9/24/14,"$41,061.00 "
SAYREVILLE POLICE DEPT,"1000 Main St, Sayreville, NJ 08872",40.471758,-74.3416319,MIDDLESEX,"TRUCK,UTILITY",1,10/16/14,"$41,061.00 "
SAYREVILLE POLICE DEPT,"1000 Main St, Sayreville, NJ 08872",40.471758,-74.3416319,MIDDLESEX,"TRUCK,UTILITY",1,10/10/14,"$41,061.00 "
SAYREVILLE POLICE DEPT,"1000 Main St, Sayreville, NJ 08872",40.471758,-74.3416319,MIDDLESEX,"TRUCK,VAN",1,9/16/14,"$135,122.00 "
SAYREVILLE POLICE DEPT,"1000 Main St, Sayreville, NJ 08872",40.471758,-74.3416319,MIDDLESEX,"TRUCK,WRECKER",1,9/16/14,"$168,960.00 "
SCOTCH PLAINS POLICE DEPT,"430 Park Ave., Scotch Plains, NJ  07076",40.65001297,-74.39739311,UNION,"SIGHT,REFLEX",15,9/26/14,"$5,100.00 "
SCOTCH PLAINS POLICE DEPT,"430 Park Ave., Scotch Plains, NJ  07076",40.65001297,-74.39739311,UNION,"TRUCK,CARGO",1,11/5/14,"$67,139.00 "
SEA GIRT BOROUGH POLICE DEPT,"319 Baltimore Blvd, Sea Girt, NJ 08750",40.1333849,-74.0347922,MONMOUTH,BINOCULARS,1,10/1/14,$10.00 
SEA GIRT BOROUGH POLICE DEPT,"319 Baltimore Blvd, Sea Girt, NJ 08750",40.1333849,-74.0347922,MONMOUTH,"GOGGLES,INDUSTRIAL",16,10/3/14,$916.48 
SEA GIRT BOROUGH POLICE DEPT,"319 Baltimore Blvd, Sea Girt, NJ 08750",40.1333849,-74.0347922,MONMOUTH,"GOGGLES,INDUSTRIAL",27,10/20/14,"$1,672.92 "
SEA GIRT BOROUGH POLICE DEPT,"319 Baltimore Blvd, Sea Girt, NJ 08750",40.1333849,-74.0347922,MONMOUTH,"TRUCK,CARGO",1,9/3/14,"$67,139.00 "
SEA GIRT BOROUGH POLICE DEPT,"319 Baltimore Blvd, Sea Girt, NJ 08750",40.1333849,-74.0347922,MONMOUTH,"TRUCK,CARGO",1,9/10/14,"$70,613.00 "
SEA GIRT BOROUGH POLICE DEPT,"319 Baltimore Blvd, Sea Girt, NJ 08750",40.1333849,-74.0347922,MONMOUTH,"TRUCK,CARGO",1,9/10/14,"$72,040.00 "
SEA GIRT BOROUGH POLICE DEPT,"319 Baltimore Blvd, Sea Girt, NJ 08750",40.1333849,-74.0347922,MONMOUTH,"TRUCK,DUMP",2,9/10/14,"$144,850.00 "
SEA GIRT BOROUGH POLICE DEPT,"319 Baltimore Blvd, Sea Girt, NJ 08750",40.1333849,-74.0347922,MONMOUTH,"TRUCK,UTILITY",1,8/27/14,"$41,061.00 "
SEA GIRT BOROUGH POLICE DEPT,"319 Baltimore Blvd, Sea Girt, NJ 08750",40.1333849,-74.0347922,MONMOUTH,"TRUCK,UTILITY",1,8/27/14,"$41,061.00 "
SEA GIRT BOROUGH POLICE DEPT,"319 Baltimore Blvd, Sea Girt, NJ 08750",40.1333849,-74.0347922,MONMOUTH,"TRUCK,UTILITY",1,9/11/14,"$41,061.00 "
SEA GIRT BOROUGH POLICE DEPT,"319 Baltimore Blvd, Sea Girt, NJ 08750",40.1333849,-74.0347922,MONMOUTH,"TRUCK,UTILITY",1,9/24/14,"$41,061.00 "
